zip,name,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,city,stabbr,cty_name,coastalZip,coastalCounty,ALLCoastalCounty,state
91344,"GRANADA HILLS, CA",G,9559,G,90047,G,381752,1312,GRANADA HILLS,CA,LOS ANGELES,0,1,0,California
91345,"MISSION HILLS, CA",H,9791,H,151491,H,625846,506,MISSION HILLS,CA,LOS ANGELES,0,1,0,California
91350,"SANTA CLARITA, CA",G,9991,G,109682,G,449726,978,SANTA CLARITA,CA,LOS ANGELES,0,1,0,California
91351,"CANYON COUNTRY, CA",G,6961,G,67724,G,288253,723,CANYON COUNTRY,CA,LOS ANGELES,0,1,0,California
91352,"SUN VALLEY, CA",G,17918,G,282233,G,1136174,1358,SUN VALLEY,CA,LOS ANGELES,0,1,0,California
91354,"VALENCIA, CA",G,2328,G,24977,G,112297,527,VALENCIA,CA,LOS ANGELES,0,1,0,California
91355,"VALENCIA, CA",G,55015,G,996615,G,3905955,2573,VALENCIA,CA,LOS ANGELES,0,1,0,California
91356,"TARZANA, CA",G,12944,G,173178,G,728331,1873,TARZANA,CA,LOS ANGELES,0,1,0,California
91360,"THOUSAND OAKS, CA",G,18533,G,283612,G,1101728,1581,THOUSAND OAKS,CA,VENTURA,0,1,0,California
91361,"WESTLAKE VILLAGE, CA",G,18064,G,479011,G,1745606,1650,WESTLAKE VILLAGE,CA,VENTURA,0,1,0,California
91362,"THOUSAND OAKS, CA",G,23333,G,470247,G,1738783,2173,THOUSAND OAKS,CA,VENTURA,0,1,0,California
91364,"WOODLAND HILLS, CA",G,14947,G,187862,G,844871,2233,WOODLAND HILLS,CA,LOS ANGELES,0,1,0,California
91367,"WOODLAND HILLS, CA",G,49911,G,1119489,G,4293779,2939,WOODLAND HILLS,CA,LOS ANGELES,0,1,0,California
91377,"OAK PARK, CA",H,819,G,9919,G,50831,306,OAK PARK,CA,VENTURA,0,1,0,California
91381,"STEVENSON RANCH, CA",G,5102,G,49442,G,202572,542,STEVENSON RANCH,CA,LOS ANGELES,0,1,0,California
91384,"CASTAIC, CA",G,2170,G,21418,G,95271,343,CASTAIC,CA,LOS ANGELES,0,1,0,California
91387,"CANYON COUNTRY, CA",G,3477,G,32635,G,140028,588,CANYON COUNTRY,CA,LOS ANGELES,0,1,0,California
91390,"SANTA CLARITA, CA",G,1614,G,20607,G,92275,310,SANTA CLARITA,CA,LOS ANGELES,0,1,0,California
91401,"VAN NUYS, CA",G,8028,G,108253,G,450759,1201,VAN NUYS,CA,LOS ANGELES,0,1,0,California
91402,"PANORAMA CITY, CA",G,13518,G,201522,G,841877,864,PANORAMA CITY,CA,LOS ANGELES,0,1,0,California
91403,"SHERMAN OAKS, CA",G,18223,G,329756,G,1371599,2363,SHERMAN OAKS,CA,LOS ANGELES,0,1,0,California
91405,"VAN NUYS, CA",G,13297,G,179356,G,735867,1134,VAN NUYS,CA,LOS ANGELES,0,1,0,California
91406,"VAN NUYS, CA",G,29062,G,469581,G,1839992,1865,VAN NUYS,CA,LOS ANGELES,0,1,0,California
91411,"VAN NUYS, CA",G,9583,G,133335,G,563229,954,VAN NUYS,CA,LOS ANGELES,0,1,0,California
91423,"SHERMAN OAKS, CA",G,12426,G,146023,G,716524,2064,SHERMAN OAKS,CA,LOS ANGELES,0,1,0,California
91436,"ENCINO, CA",G,17909,G,469418,G,2251522,3348,ENCINO,CA,LOS ANGELES,0,1,0,California
91501,"BURBANK, CA",H,1431,G,16016,G,70525,353,BURBANK,CA,LOS ANGELES,0,1,0,California
91502,"BURBANK, CA",G,23090,G,270261,G,1104410,1339,BURBANK,CA,LOS ANGELES,0,1,0,California
91504,"BURBANK, CA",G,15030,G,321987,G,1193704,859,BURBANK,CA,LOS ANGELES,0,1,0,California
91505,"BURBANK, CA",G,38320,H,1121914,G,3730436,2180,BURBANK,CA,LOS ANGELES,0,1,0,California
91506,"BURBANK, CA",G,9743,H,154757,G,678106,1014,BURBANK,CA,LOS ANGELES,0,1,0,California
91601,"NORTH HOLLYWOOD, CA",G,11096,G,201367,G,870692,1267,NORTH HOLLYWOOD,CA,LOS ANGELES,0,1,0,California
91602,"NORTH HOLLYWOOD, CA",G,4426,G,69514,G,309926,977,NORTH HOLLYWOOD,CA,LOS ANGELES,0,1,0,California
91604,"STUDIO CITY, CA",G,13201,G,205496,G,888377,2002,STUDIO CITY,CA,LOS ANGELES,0,1,0,California
91605,"NORTH HOLLYWOOD, CA",G,15140,G,199918,G,821051,1385,NORTH HOLLYWOOD,CA,LOS ANGELES,0,1,0,California
91606,"NORTH HOLLYWOOD, CA",G,7421,G,73728,G,316983,882,NORTH HOLLYWOOD,CA,LOS ANGELES,0,1,0,California
91607,"VALLEY VILLAGE, CA",G,6062,G,82952,G,364330,1100,VALLEY VILLAGE,CA,LOS ANGELES,0,1,0,California
91608,"UNIVERSAL CITY, CA",J,42669,J,780664,J,2501992,184,UNIVERSAL CITY,CA,LOS ANGELES,0,1,0,California
91702,"AZUSA, CA",G,16928,H,264028,H,1050455,974,AZUSA,CA,LOS ANGELES,0,1,0,California
91706,"BALDWIN PARK, CA",G,33150,G,523875,G,2112863,1638,BALDWIN PARK,CA,LOS ANGELES,0,1,0,California
91709,"CHINO HILLS, CA",G,14381,G,151587,G,636859,1876,CHINO HILLS,CA,SAN BERNARDINO,0,1,0,California
91711,"CLAREMONT, CA",H,18584,H,210710,H,874410,1094,CLAREMONT,CA,LOS ANGELES,0,1,0,California
91722,"COVINA, CA",G,5781,G,59908,G,253607,587,COVINA,CA,LOS ANGELES,0,1,0,California
91723,"COVINA, CA",G,8945,H,126554,H,553352,879,COVINA,CA,LOS ANGELES,0,1,0,California
91724,"COVINA, CA",G,5579,G,70504,G,303557,548,COVINA,CA,LOS ANGELES,0,1,0,California
91731,"EL MONTE, CA",H,15623,H,224399,H,945858,1102,EL MONTE,CA,LOS ANGELES,0,1,0,California
91732,"EL MONTE, CA",G,5213,G,47956,G,202147,733,EL MONTE,CA,LOS ANGELES,0,1,0,California
91733,"SOUTH EL MONTE, CA",G,18790,G,250979,G,1057025,1852,SOUTH EL MONTE,CA,LOS ANGELES,0,1,0,California
91740,"GLENDORA, CA",G,11534,G,145463,G,579321,801,GLENDORA,CA,LOS ANGELES,0,1,0,California
91741,"GLENDORA, CA",G,5265,G,70111,G,297061,696,GLENDORA,CA,LOS ANGELES,0,1,0,California
91744,"LA PUENTE, CA",G,10400,G,121584,G,520476,1082,LA PUENTE,CA,LOS ANGELES,0,1,0,California
91745,"HACIENDA HEIGHTS, CA",G,13911,G,195845,G,828148,1611,HACIENDA HEIGHTS,CA,LOS ANGELES,0,1,0,California
91746,"LA PUENTE, CA",G,20996,G,371863,G,1445446,1029,LA PUENTE,CA,LOS ANGELES,0,1,0,California
91748,"ROWLAND HEIGHTS, CA",G,28625,G,430327,G,1667380,2827,ROWLAND HEIGHTS,CA,LOS ANGELES,0,1,0,California
91750,"LA VERNE, CA",G,10030,H,195982,H,688438,812,LA VERNE,CA,LOS ANGELES,0,1,0,California
91754,"MONTEREY PARK, CA",G,14908,G,207584,G,893827,1459,MONTEREY PARK,CA,LOS ANGELES,0,1,0,California
91755,"MONTEREY PARK, CA",G,6781,H,185697,H,787221,650,MONTEREY PARK,CA,LOS ANGELES,0,1,0,California
91759,"MT BALDY, CA",G,76,H,607,H,1987,10,MT BALDY,CA,SAN BERNARDINO,0,1,0,California
91765,"DIAMOND BAR, CA",G,11381,G,170983,G,690770,1793,DIAMOND BAR,CA,LOS ANGELES,0,1,0,California
91766,"POMONA, CA",G,17330,H,258689,H,1091787,1067,POMONA,CA,LOS ANGELES,0,1,0,California
91767,"POMONA, CA",H,13112,H,219284,H,870767,901,POMONA,CA,LOS ANGELES,0,1,0,California
91768,"POMONA, CA",G,14643,H,234705,G,903458,668,POMONA,CA,LOS ANGELES,0,1,0,California
91770,"ROSEMEAD, CA",G,15452,G,399671,G,1141763,1514,ROSEMEAD,CA,LOS ANGELES,0,1,0,California
91773,"SAN DIMAS, CA",G,21548,G,308208,G,1353005,1274,SAN DIMAS,CA,LOS ANGELES,0,1,0,California
91775,"SAN GABRIEL, CA",G,2020,G,19280,G,82975,387,SAN GABRIEL,CA,LOS ANGELES,0,1,0,California
91776,"SAN GABRIEL, CA",G,10977,G,123585,G,504509,1727,SAN GABRIEL,CA,LOS ANGELES,0,1,0,California
91780,"TEMPLE CITY, CA",G,5277,G,49516,G,218003,1038,TEMPLE CITY,CA,LOS ANGELES,0,1,0,California
91789,"WALNUT, CA",G,21957,H,341661,H,1345373,2325,WALNUT,CA,LOS ANGELES,0,1,0,California
91790,"WEST COVINA, CA",G,15653,H,167337,H,710454,1130,WEST COVINA,CA,LOS ANGELES,0,1,0,California
91791,"WEST COVINA, CA",G,9243,G,106739,G,441711,798,WEST COVINA,CA,LOS ANGELES,0,1,0,California
91792,"WEST COVINA, CA",G,3498,G,27551,G,113969,413,WEST COVINA,CA,LOS ANGELES,0,1,0,California
91801,"ALHAMBRA, CA",G,13300,G,169838,G,679339,1493,ALHAMBRA,CA,LOS ANGELES,0,1,0,California
91803,"ALHAMBRA, CA",G,7125,G,96177,G,379759,876,ALHAMBRA,CA,LOS ANGELES,0,1,0,California
91901,"ALPINE, CA",H,4802,H,56674,H,254394,450,ALPINE,CA,SAN DIEGO,0,1,0,California
91902,"BONITA, CA",G,3059,G,31426,G,130837,394,BONITA,CA,SAN DIEGO,0,1,0,California
91905,"BOULEVARD, CA",J,70,H,634,H,3371,22,BOULEVARD,CA,SAN DIEGO,0,1,0,California
91906,"CAMPO, CA",J,418,H,4557,J,21100,49,CAMPO,CA,SAN DIEGO,0,1,0,California
91910,"CHULA VISTA, CA",G,22822,G,284118,G,1156326,1701,CHULA VISTA,CA,SAN DIEGO,1,1,0,California
91911,"CHULA VISTA, CA",G,21397,G,273787,G,1174471,1574,CHULA VISTA,CA,SAN DIEGO,1,1,0,California
91913,"CHULA VISTA, CA",G,3016,G,38858,G,163924,473,CHULA VISTA,CA,SAN DIEGO,0,1,0,California
91914,"CHULA VISTA, CA",G,6952,G,71016,G,303763,587,CHULA VISTA,CA,SAN DIEGO,0,1,0,California
91915,"CHULA VISTA, CA",G,6432,G,53169,G,214373,529,CHULA VISTA,CA,SAN DIEGO,0,1,0,California
91916,"DESCANSO, CA",G,99,G,1044,H,8642,34,DESCANSO,CA,SAN DIEGO,0,1,0,California
91917,"DULZURA, CA",J,8,H,121,H,591,6,DULZURA,CA,SAN DIEGO,0,1,0,California
91931,"GUATAY, CA",G,59,H,830,H,3535,12,GUATAY,CA,SAN DIEGO,0,1,0,California
91932,"IMPERIAL BEACH, CA",G,2543,G,24141,G,101572,340,IMPERIAL BEACH,CA,SAN DIEGO,1,1,0,California
91934,"JACUMBA, CA",J,14,J,108,J,1337,4,JACUMBA,CA,SAN DIEGO,0,1,0,California
91935,"JAMUL, CA",H,2186,H,28574,H,118372,173,JAMUL,CA,SAN DIEGO,0,1,0,California
91941,"LA MESA, CA",G,6032,G,64609,G,261593,735,LA MESA,CA,SAN DIEGO,0,1,0,California
91942,"LA MESA, CA",G,20503,H,289635,H,1239011,1532,LA MESA,CA,SAN DIEGO,0,1,0,California
91945,"LEMON GROVE, CA",G,6571,G,72427,G,293218,532,LEMON GROVE,CA,SAN DIEGO,0,1,0,California
91948,"MOUNT LAGUNA, CA",G,28,G,134,H,612,8,MOUNT LAGUNA,CA,SAN DIEGO,0,1,0,California
91950,"NATIONAL CITY, CA",G,23074,G,259932,G,1122727,1373,NATIONAL CITY,CA,SAN DIEGO,1,1,0,California
91962,"PINE VALLEY, CA",G,167,H,2634,H,12096,34,PINE VALLEY,CA,SAN DIEGO,0,1,0,California
91963,"POTRERO, CA",J,26,H,273,G,1129,9,POTRERO,CA,SAN DIEGO,0,1,0,California
91977,"SPRING VALLEY, CA",G,7111,G,69455,G,313345,829,SPRING VALLEY,CA,SAN DIEGO,0,1,0,California
91978,"SPRING VALLEY, CA",G,1678,G,20846,G,86290,183,SPRING VALLEY,CA,SAN DIEGO,0,1,0,California
91980,"TECATE, CA",G,216,H,3587,H,14610,42,TECATE,CA,SAN DIEGO,0,1,0,California
92003,"BONSALL, CA",G,1255,G,13376,G,58291,188,BONSALL,CA,SAN DIEGO,0,1,0,California
92004,"BORREGO SPRINGS, CA",H,920,J,14822,H,40932,83,BORREGO SPRINGS,CA,SAN DIEGO,0,NA,NA,California
92007,"CARDIFF BY THE SEA, CA",H,3005,H,76432,H,279035,421,CARDIFF BY THE SEA,CA,SAN DIEGO,1,1,0,California
92008,"CARLSBAD, CA",G,43940,G,1044351,G,3679432,2256,CARLSBAD,CA,SAN DIEGO,1,1,0,California
92009,"CARLSBAD, CA",G,15535,G,279006,G,1230653,1435,CARLSBAD,CA,SAN DIEGO,1,1,0,California
92010,"CARLSBAD, CA",G,11630,G,370070,G,1236538,710,CARLSBAD,CA,SAN DIEGO,0,1,0,California
92011,"CARLSBAD, CA",G,13073,G,262691,G,1035842,1070,CARLSBAD,CA,SAN DIEGO,1,1,0,California
92014,"DEL MAR, CA",G,6069,G,88227,G,373706,840,DEL MAR,CA,SAN DIEGO,1,1,0,California
92019,"EL CAJON, CA",G,7932,G,85479,G,356931,804,EL CAJON,CA,SAN DIEGO,0,1,0,California
92020,"EL CAJON, CA",G,30445,G,437373,G,1769390,1964,EL CAJON,CA,SAN DIEGO,0,1,0,California
92021,"EL CAJON, CA",G,12986,G,147091,G,631163,1315,EL CAJON,CA,SAN DIEGO,0,1,0,California
92024,"ENCINITAS, CA",G,23621,G,335808,G,1424586,2758,ENCINITAS,CA,SAN DIEGO,1,1,0,California
92025,"ESCONDIDO, CA",G,23548,G,303680,G,1237060,1825,ESCONDIDO,CA,SAN DIEGO,0,1,0,California
92026,"ESCONDIDO, CA",G,4917,G,55905,G,248350,679,ESCONDIDO,CA,SAN DIEGO,0,1,0,California
92027,"ESCONDIDO, CA",G,6406,G,64297,G,265129,673,ESCONDIDO,CA,SAN DIEGO,0,1,0,California
92028,"FALLBROOK, CA",G,7297,G,77400,G,338514,1022,FALLBROOK,CA,SAN DIEGO,0,NA,NA,California
92029,"ESCONDIDO, CA",G,19941,G,356643,G,1464478,1129,ESCONDIDO,CA,SAN DIEGO,0,1,0,California
92036,"JULIAN, CA",G,764,G,5160,G,23211,116,JULIAN,CA,SAN DIEGO,0,1,0,California
92037,"LA JOLLA, CA",G,39283,G,953405,G,3896460,2590,LA JOLLA,CA,SAN DIEGO,1,1,0,California
92040,"LAKESIDE, CA",H,9851,H,140436,H,608697,821,LAKESIDE,CA,SAN DIEGO,0,1,0,California
92054,"OCEANSIDE, CA",G,14957,G,154095,G,649350,1396,OCEANSIDE,CA,SAN DIEGO,1,1,0,California
92055,"CAMP PENDLETON, CA",H,2110,H,39296,H,132396,108,CAMP PENDLETON,CA,SAN DIEGO,1,1,0,California
92056,"OCEANSIDE, CA",G,20198,G,334135,G,1248909,1230,OCEANSIDE,CA,SAN DIEGO,0,1,0,California
92057,"OCEANSIDE, CA",G,4614,G,46915,G,196412,535,OCEANSIDE,CA,SAN DIEGO,0,1,0,California
92058,"OCEANSIDE, CA",G,5427,G,71018,G,302389,460,OCEANSIDE,CA,SAN DIEGO,1,1,0,California
92059,"PALA, CA",J,1255,J,17646,J,76725,20,PALA,CA,SAN DIEGO,0,1,0,California
92060,"PALOMAR MOUNTAIN, CA",J,46,J,577,J,2415,9,PALOMAR MOUNTAIN,CA,SAN DIEGO,0,1,0,California
92061,"PAUMA VALLEY, CA",H,688,H,8790,H,35645,42,PAUMA VALLEY,CA,SAN DIEGO,0,1,0,California
92064,"POWAY, CA",H,34973,H,731981,H,2771717,1694,POWAY,CA,SAN DIEGO,0,1,0,California
92065,"RAMONA, CA",G,4949,G,56418,G,239072,835,RAMONA,CA,SAN DIEGO,0,1,0,California
92066,"RANCHITA, CA",G,31,H,268,H,1111,4,RANCHITA,CA,SAN DIEGO,0,1,0,California
92067,"RANCHO SANTA FE, CA",H,5528,H,62683,H,273023,448,RANCHO SANTA FE,CA,SAN DIEGO,0,1,0,California
92069,"SAN MARCOS, CA",G,16881,G,231590,G,997361,1239,SAN MARCOS,CA,SAN DIEGO,0,1,0,California
92070,"SANTA YSABEL, CA",H,282,H,2125,H,9037,39,SANTA YSABEL,CA,SAN DIEGO,0,1,0,California
92071,"SANTEE, CA",G,16250,G,198754,G,825819,1267,SANTEE,CA,SAN DIEGO,0,1,0,California
92075,"SOLANA BEACH, CA",G,15387,G,212837,G,878530,1032,SOLANA BEACH,CA,SAN DIEGO,1,1,0,California
92078,"SAN MARCOS, CA",G,16140,G,218239,G,918391,1458,SAN MARCOS,CA,SAN DIEGO,0,1,0,California
92081,"VISTA, CA",G,22411,G,374183,G,1562773,1174,VISTA,CA,SAN DIEGO,0,1,0,California
92082,"VALLEY CENTER, CA",H,4729,G,64187,G,266584,453,VALLEY CENTER,CA,SAN DIEGO,0,1,0,California
92083,"VISTA, CA",G,11217,G,138679,G,571827,837,VISTA,CA,SAN DIEGO,0,1,0,California
92084,"VISTA, CA",G,8164,G,82753,G,360654,992,VISTA,CA,SAN DIEGO,0,1,0,California
92086,"WARNER SPRINGS, CA",J,175,J,982,J,4514,18,WARNER SPRINGS,CA,SAN DIEGO,0,1,0,California
92091,"RANCHO SANTA FE, CA",G,649,G,8483,G,37510,106,RANCHO SANTA FE,CA,SAN DIEGO,0,1,0,California
92092,"LA JOLLA, CA",H,111,H,1030,H,4803,5,LA JOLLA,CA,SAN DIEGO,0,1,0,California
92093,"LA JOLLA, CA",G,546,G,4561,G,18493,42,LA JOLLA,CA,SAN DIEGO,0,1,0,California
92096,"SAN MARCOS, CA",G,27,H,234,H,776,6,SAN MARCOS,CA,SAN DIEGO,0,1,0,California
92101,"SAN DIEGO, CA",G,77128,G,1700801,G,6452892,4280,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92102,"SAN DIEGO, CA",H,9141,H,126929,H,533839,682,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92103,"SAN DIEGO, CA",G,30239,H,522565,H,2195723,1846,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92104,"SAN DIEGO, CA",G,9070,G,84586,G,361664,1056,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92105,"SAN DIEGO, CA",G,7460,G,79458,G,331766,676,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92106,"SAN DIEGO, CA",G,10774,G,149677,G,649564,976,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92107,"SAN DIEGO, CA",G,4498,G,45108,G,193763,758,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92108,"SAN DIEGO, CA",G,54406,G,882657,G,3494886,2695,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92109,"SAN DIEGO, CA",G,21935,G,221348,G,960403,1850,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92110,"SAN DIEGO, CA",G,32411,G,433626,G,1829859,1677,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92111,"SAN DIEGO, CA",G,37056,G,566241,G,2317872,2191,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92113,"SAN DIEGO, CA",G,14861,G,224081,G,883878,628,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92114,"SAN DIEGO, CA",G,3115,G,36288,G,162261,435,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92115,"SAN DIEGO, CA",G,8129,G,74585,G,310671,954,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92116,"SAN DIEGO, CA",G,4036,G,43214,G,181521,691,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92117,"SAN DIEGO, CA",G,11535,G,126985,G,555397,1376,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92118,"CORONADO, CA",G,8169,G,110888,G,476053,703,CORONADO,CA,SAN DIEGO,1,1,0,California
92119,"SAN DIEGO, CA",G,2223,G,21520,G,92116,386,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92120,"SAN DIEGO, CA",G,13814,G,215754,G,909820,1024,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92121,"SAN DIEGO, CA",G,123633,G,4819959,G,18556501,2907,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92122,"SAN DIEGO, CA",G,25486,G,734969,G,2906208,1356,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92123,"SAN DIEGO, CA",G,71211,G,1561662,G,6282623,1919,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92124,"SAN DIEGO, CA",G,2191,G,27712,G,124409,335,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92126,"SAN DIEGO, CA",G,21618,G,310400,G,1255173,1800,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92127,"SAN DIEGO, CA",G,25038,H,763314,G,2721092,1440,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92128,"SAN DIEGO, CA",G,21804,G,428148,G,1632331,1378,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92129,"SAN DIEGO, CA",G,10606,G,250494,H,1191779,802,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92130,"SAN DIEGO, CA",G,30708,G,1198234,G,4148093,2308,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92131,"SAN DIEGO, CA",G,21633,G,455032,G,1799711,1148,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92132,"SAN DIEGO, CA",J,35,H,902,H,3812,8,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92134,"SAN DIEGO, CA",J,2205,J,37529,J,155126,12,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92135,"SAN DIEGO, CA",H,1192,G,19054,G,81916,57,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92136,"SAN DIEGO, CA",G,704,G,11205,G,44761,67,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92139,"SAN DIEGO, CA",G,1385,G,11178,G,48660,189,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92140,"SAN DIEGO, CA",H,148,J,1773,J,6703,15,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92145,"SAN DIEGO, CA",G,538,G,9000,G,36838,49,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92147,"SAN DIEGO, CA",G,313,G,7571,G,29163,17,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92154,"SAN DIEGO, CA",G,23535,G,327328,G,1364571,1898,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92155,"SAN DIEGO, CA",H,264,G,5056,G,20573,22,SAN DIEGO,CA,SAN DIEGO,1,1,0,California
92161,"SAN DIEGO, CA",J,3964,J,177579,J,661021,7,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92173,"SAN YSIDRO, CA",G,7622,G,72707,G,308406,591,SAN YSIDRO,CA,SAN DIEGO,0,1,0,California
92182,"SAN DIEGO, CA",J,4825,J,34277,J,148796,25,SAN DIEGO,CA,SAN DIEGO,0,1,0,California
92397,"WRIGHTWOOD, CA",H,1152,H,8720,H,28309,79,WRIGHTWOOD,CA,SAN BERNARDINO,0,1,0,California
92530,"LAKE ELSINORE, CA",G,10372,G,113202,G,503339,964,LAKE ELSINORE,CA,RIVERSIDE,0,1,0,California
92562,"MURRIETA, CA",G,21022,G,265909,G,1115581,1928,MURRIETA,CA,RIVERSIDE,0,NA,NA,California
92602,"IRVINE, CA",G,9006,G,186065,G,728256,828,IRVINE,CA,ORANGE,0,1,0,California
92603,"IRVINE, CA",G,2938,J,90185,J,394207,524,IRVINE,CA,ORANGE,0,1,0,California
92604,"IRVINE, CA",G,7418,G,80274,G,342266,1038,IRVINE,CA,ORANGE,0,1,0,California
92606,"IRVINE, CA",G,22200,G,443050,H,1955818,1227,IRVINE,CA,ORANGE,0,1,0,California
92610,"FOOTHILL RANCH, CA",G,11543,G,213317,G,968180,543,FOOTHILL RANCH,CA,ORANGE,0,1,0,California
92612,"IRVINE, CA",G,47161,G,1414377,G,5389385,2206,IRVINE,CA,ORANGE,0,1,0,California
92614,"IRVINE, CA",G,71739,G,1915741,G,7061227,2589,IRVINE,CA,ORANGE,0,1,0,California
92617,"IRVINE, CA",G,9220,G,540341,G,2182918,184,IRVINE,CA,ORANGE,0,1,0,California
92618,"IRVINE, CA",G,130760,G,3777509,G,14322081,4751,IRVINE,CA,ORANGE,0,1,0,California
92620,"IRVINE, CA",G,7841,G,84963,G,374924,1522,IRVINE,CA,ORANGE,0,1,0,California
92624,"CAPISTRANO BEACH, CA",G,1069,G,12638,G,59785,234,CAPISTRANO BEACH,CA,ORANGE,1,1,0,California
92625,"CORONA DEL MAR, CA",G,4050,G,54965,G,236227,603,CORONA DEL MAR,CA,ORANGE,1,1,0,California
92626,"COSTA MESA, CA",G,61637,G,1442725,G,5782836,3196,COSTA MESA,CA,ORANGE,1,1,0,California
92627,"COSTA MESA, CA",G,18633,G,249425,G,986827,2189,COSTA MESA,CA,ORANGE,1,1,0,California
92629,"DANA POINT, CA",G,9121,G,112766,G,472463,979,DANA POINT,CA,ORANGE,1,1,0,California
92630,"LAKE FOREST, CA",G,24355,G,400058,G,1673988,2230,LAKE FOREST,CA,ORANGE,0,1,0,California
92637,"LAGUNA WOODS, CA",H,2030,H,21389,H,94684,162,LAGUNA WOODS,CA,ORANGE,0,1,0,California
92646,"HUNTINGTON BEACH, CA",G,7213,G,80418,G,337829,1073,HUNTINGTON BEACH,CA,ORANGE,1,1,0,California
92647,"HUNTINGTON BEACH, CA",G,26672,G,434882,G,1643707,1889,HUNTINGTON BEACH,CA,ORANGE,0,1,0,California
92648,"HUNTINGTON BEACH, CA",G,17805,G,214892,G,887602,1888,HUNTINGTON BEACH,CA,ORANGE,1,1,0,California
92649,"HUNTINGTON BEACH, CA",G,17452,G,265954,G,1066657,1391,HUNTINGTON BEACH,CA,ORANGE,1,1,0,California
92651,"LAGUNA BEACH, CA",G,10107,G,136880,G,591918,1505,LAGUNA BEACH,CA,ORANGE,1,1,0,California
92653,"LAGUNA HILLS, CA",G,20458,G,300596,G,1263751,1891,LAGUNA HILLS,CA,ORANGE,0,1,0,California
92655,"MIDWAY CITY, CA",G,426,G,5347,G,22029,90,MIDWAY CITY,CA,ORANGE,0,1,0,California
92656,"ALISO VIEJO, CA",G,24852,G,720214,G,2539941,1439,ALISO VIEJO,CA,ORANGE,0,1,0,California
92657,"NEWPORT COAST, CA",H,3420,H,44124,H,195950,375,NEWPORT COAST,CA,ORANGE,1,1,0,California
92660,"NEWPORT BEACH, CA",G,60414,G,1860199,G,6879204,4564,NEWPORT BEACH,CA,ORANGE,1,1,0,California
92661,"NEWPORT BEACH, CA",G,968,G,7452,G,37001,114,NEWPORT BEACH,CA,ORANGE,1,1,0,California
92662,"NEWPORT BEACH, CA",G,676,G,5729,G,23677,95,NEWPORT BEACH,CA,ORANGE,1,1,0,California
92663,"NEWPORT BEACH, CA",G,14263,G,241371,G,1072721,1419,NEWPORT BEACH,CA,ORANGE,1,1,0,California
92672,"SAN CLEMENTE, CA",G,12008,G,209816,G,833470,1440,SAN CLEMENTE,CA,ORANGE,1,1,0,California
92673,"SAN CLEMENTE, CA",G,11028,G,228611,G,812357,1316,SAN CLEMENTE,CA,ORANGE,1,1,0,California
92675,"SAN JUAN CAPISTRANO, CA",G,15336,G,253650,G,1019394,1400,SAN JUAN CAPISTRANO,CA,ORANGE,1,1,0,California
92676,"SILVERADO, CA",J,168,H,2044,G,8595,41,SILVERADO,CA,ORANGE,0,1,0,California
92677,"LAGUNA NIGUEL, CA",G,15621,G,210542,G,870917,1954,LAGUNA NIGUEL,CA,ORANGE,1,1,0,California
92678,"TRABUCO CANYON, CA",J,73,J,567,J,2231,10,TRABUCO CANYON,CA,ORANGE,0,1,0,California
