zip,name,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,city,stabbr,cty_name,coastalZip,coastalCounty,ALLCoastalCounty,state
92679,"TRABUCO CANYON, CA",G,2512,G,31492,G,145548,602,TRABUCO CANYON,CA,ORANGE,0,1,0,California
92683,"WESTMINSTER, CA",G,18171,G,186495,G,756010,2101,WESTMINSTER,CA,ORANGE,0,1,0,California
92688,"RANCHO SANTA MARGARITA, CA",G,17871,G,275813,G,1080246,1156,RANCHO SANTA MARGARITA,CA,ORANGE,0,1,0,California
92691,"MISSION VIEJO, CA",G,22393,G,339427,G,1420782,1960,MISSION VIEJO,CA,ORANGE,0,1,0,California
92692,"MISSION VIEJO, CA",G,6539,G,80435,G,341318,1021,MISSION VIEJO,CA,ORANGE,0,1,0,California
92694,"LADERA RANCH, CA",G,4795,G,64518,G,278628,857,LADERA RANCH,CA,ORANGE,0,1,0,California
92697,"IRVINE, CA",J,236,J,1698,J,7477,8,IRVINE,CA,ORANGE,0,1,0,California
92701,"SANTA ANA, CA",G,13166,G,175650,G,723019,1111,SANTA ANA,CA,ORANGE,0,1,0,California
92703,"SANTA ANA, CA",G,5941,G,64775,G,265384,663,SANTA ANA,CA,ORANGE,0,1,0,California
92704,"SANTA ANA, CA",G,29907,G,388388,G,1612855,1641,SANTA ANA,CA,ORANGE,0,1,0,California
92705,"SANTA ANA, CA",G,52604,G,874062,G,3482157,3089,SANTA ANA,CA,ORANGE,0,1,0,California
92706,"SANTA ANA, CA",G,6316,G,75573,G,308264,598,SANTA ANA,CA,ORANGE,0,1,0,California
92707,"SANTA ANA, CA",G,24470,G,595012,G,2071331,1050,SANTA ANA,CA,ORANGE,0,1,0,California
92708,"FOUNTAIN VALLEY, CA",G,28817,G,566094,G,2445641,2029,FOUNTAIN VALLEY,CA,ORANGE,0,1,0,California
92780,"TUSTIN, CA",G,36196,G,598826,G,2478113,2645,TUSTIN,CA,ORANGE,0,1,0,California
92782,"TUSTIN, CA",G,9254,G,140825,G,533780,699,TUSTIN,CA,ORANGE,0,1,0,California
92801,"ANAHEIM, CA",G,26223,G,334943,G,1380116,1663,ANAHEIM,CA,ORANGE,0,1,0,California
92802,"ANAHEIM, CA",J,53713,J,569975,H,1836965,725,ANAHEIM,CA,ORANGE,0,1,0,California
92804,"ANAHEIM, CA",G,8751,G,84426,G,379306,1039,ANAHEIM,CA,ORANGE,0,1,0,California
92805,"ANAHEIM, CA",G,26571,G,423245,G,1730023,1348,ANAHEIM,CA,ORANGE,0,1,0,California
92806,"ANAHEIM, CA",G,47143,G,881556,G,3611713,2019,ANAHEIM,CA,ORANGE,0,1,0,California
92807,"ANAHEIM, CA",G,25692,G,466132,G,1936651,1616,ANAHEIM,CA,ORANGE,0,1,0,California
92808,"ANAHEIM, CA",G,5987,G,88364,G,372280,589,ANAHEIM,CA,ORANGE,0,1,0,California
92821,"BREA, CA",G,53249,G,1087698,G,4292902,2393,BREA,CA,ORANGE,0,1,0,California
92823,"BREA, CA",H,5290,H,119294,H,396563,125,BREA,CA,ORANGE,0,1,0,California
92831,"FULLERTON, CA",G,19845,G,288509,G,1212378,1179,FULLERTON,CA,ORANGE,0,1,0,California
92832,"FULLERTON, CA",G,11170,G,111237,G,465236,904,FULLERTON,CA,ORANGE,0,1,0,California
92833,"FULLERTON, CA",G,9105,G,132147,G,534253,1110,FULLERTON,CA,ORANGE,0,1,0,California
92835,"FULLERTON, CA",H,12791,H,211118,H,848842,833,FULLERTON,CA,ORANGE,0,1,0,California
92840,"GARDEN GROVE, CA",G,9589,G,94275,G,403469,844,GARDEN GROVE,CA,ORANGE,0,1,0,California
92841,"GARDEN GROVE, CA",G,13789,G,202044,G,852382,849,GARDEN GROVE,CA,ORANGE,0,1,0,California
92843,"GARDEN GROVE, CA",G,12390,G,126553,G,549989,1152,GARDEN GROVE,CA,ORANGE,0,1,0,California
92844,"GARDEN GROVE, CA",G,5028,G,47700,G,200314,540,GARDEN GROVE,CA,ORANGE,0,1,0,California
92845,"GARDEN GROVE, CA",G,2981,G,31831,G,135200,321,GARDEN GROVE,CA,ORANGE,0,1,0,California
92861,"VILLA PARK, CA",H,1190,H,15282,H,63113,199,VILLA PARK,CA,ORANGE,0,1,0,California
92865,"ORANGE, CA",G,17444,G,270370,G,1122435,961,ORANGE,CA,ORANGE,0,1,0,California
92866,"ORANGE, CA",H,9454,G,108944,G,464029,536,ORANGE,CA,ORANGE,0,1,0,California
92867,"ORANGE, CA",G,19456,G,285837,G,1194536,1698,ORANGE,CA,ORANGE,0,1,0,California
92868,"ORANGE, CA",G,50123,G,932653,G,3836391,1840,ORANGE,CA,ORANGE,0,1,0,California
92869,"ORANGE, CA",G,5428,G,56835,G,244923,700,ORANGE,CA,ORANGE,0,1,0,California
92870,"PLACENTIA, CA",G,12959,G,188033,G,758308,1295,PLACENTIA,CA,ORANGE,0,1,0,California
92886,"YORBA LINDA, CA",G,8621,G,91196,G,390538,1254,YORBA LINDA,CA,ORANGE,0,1,0,California
92887,"YORBA LINDA, CA",G,7810,G,147175,G,572197,686,YORBA LINDA,CA,ORANGE,0,1,0,California
93001,"VENTURA, CA",G,11831,H,180183,H,793725,1203,VENTURA,CA,VENTURA,1,1,0,California
93003,"VENTURA, CA",G,34074,G,542456,G,2248080,2557,VENTURA,CA,VENTURA,1,1,0,California
93004,"VENTURA, CA",G,2731,G,35103,G,145544,391,VENTURA,CA,VENTURA,0,1,0,California
93010,"CAMARILLO, CA",G,16482,G,180773,G,759925,1478,CAMARILLO,CA,VENTURA,0,1,0,California
93012,"CAMARILLO, CA",G,16689,G,279572,G,1127120,1112,CAMARILLO,CA,VENTURA,0,1,0,California
93013,"CARPINTERIA, CA",G,6110,G,96513,G,384894,531,CARPINTERIA,CA,SANTA BARBARA,1,1,0,California
93015,"FILLMORE, CA",G,2183,G,27090,G,108291,223,FILLMORE,CA,VENTURA,0,1,0,California
93021,"MOORPARK, CA",G,9890,G,150511,G,649931,893,MOORPARK,CA,VENTURA,0,1,0,California
93022,"OAK VIEW, CA",G,665,G,9909,G,40403,135,OAK VIEW,CA,VENTURA,0,1,0,California
93023,"OJAI, CA",G,6652,G,74942,G,320644,757,OJAI,CA,VENTURA,0,1,0,California
93030,"OXNARD, CA",G,27940,G,423384,G,1753603,1510,OXNARD,CA,VENTURA,1,1,0,California
93033,"OXNARD, CA",G,8090,G,99958,G,421099,787,OXNARD,CA,VENTURA,1,1,0,California
93035,"OXNARD, CA",G,2776,G,27397,G,114839,377,OXNARD,CA,VENTURA,1,1,0,California
93036,"OXNARD, CA",G,16618,G,216095,G,884239,1068,OXNARD,CA,VENTURA,1,1,0,California
93040,"PIRU, CA",H,107,H,1119,H,5079,13,PIRU,CA,VENTURA,0,1,0,California
93041,"PORT HUENEME, CA",G,2696,G,25376,G,106357,274,PORT HUENEME,CA,VENTURA,1,1,0,California
93042,"POINT MUGU NAWC, CA",H,405,H,10428,H,39845,25,POINT MUGU NAWC,CA,VENTURA,1,1,0,California
93043,"PORT HUENEME CBC BASE, CA",G,221,G,3230,G,12406,24,PORT HUENEME CBC BASE,CA,VENTURA,1,1,0,California
93060,"SANTA PAULA, CA",H,5747,G,84672,H,322757,518,SANTA PAULA,CA,VENTURA,0,1,0,California
93063,"SIMI VALLEY, CA",G,11598,G,166194,G,673502,1263,SIMI VALLEY,CA,VENTURA,0,1,0,California
93065,"SIMI VALLEY, CA",G,22854,G,330580,G,1386539,2043,SIMI VALLEY,CA,VENTURA,0,1,0,California
93066,"SOMIS, CA",G,659,G,9820,G,43036,98,SOMIS,CA,VENTURA,0,1,0,California
93067,"SUMMERLAND, CA",H,318,G,3245,G,14917,50,SUMMERLAND,CA,SANTA BARBARA,1,1,0,California
93101,"SANTA BARBARA, CA",G,24699,G,472038,G,1896588,2153,SANTA BARBARA,CA,SANTA BARBARA,1,1,0,California
93103,"SANTA BARBARA, CA",G,9629,H,204490,H,814829,727,SANTA BARBARA,CA,SANTA BARBARA,1,1,0,California
93105,"SANTA BARBARA, CA",G,14422,G,239495,G,989461,1079,SANTA BARBARA,CA,SANTA BARBARA,0,1,0,California
93106,"SANTA BARBARA, CA",H,70,G,1033,G,3808,11,SANTA BARBARA,CA,SANTA BARBARA,1,1,0,California
93108,"SANTA BARBARA, CA",G,6375,H,126757,H,482106,615,SANTA BARBARA,CA,SANTA BARBARA,1,1,0,California
93109,"SANTA BARBARA, CA",G,2312,G,22680,G,113761,319,SANTA BARBARA,CA,SANTA BARBARA,1,1,0,California
93110,"SANTA BARBARA, CA",G,3656,H,76850,G,279507,354,SANTA BARBARA,CA,SANTA BARBARA,1,1,0,California
93111,"SANTA BARBARA, CA",G,6006,G,113360,G,480637,542,SANTA BARBARA,CA,SANTA BARBARA,1,1,0,California
93117,"GOLETA, CA",G,26882,G,600349,G,2412534,1179,GOLETA,CA,SANTA BARBARA,1,1,0,California
93210,"COALINGA, CA",H,2547,H,31598,H,129518,172,COALINGA,CA,FRESNO,0,NA,NA,California
93225,"FRAZIER PARK, CA",G,279,G,2533,G,11636,72,FRAZIER PARK,CA,KERN,0,NA,NA,California
93243,"LEBEC, CA",H,2391,H,33819,H,134724,64,LEBEC,CA,KERN,0,NA,NA,California
93252,"MARICOPA, CA",G,133,H,2395,H,8944,12,MARICOPA,CA,KERN,0,NA,NA,California
93254,"NEW CUYAMA, CA",G,76,G,643,G,2951,14,NEW CUYAMA,CA,SANTA BARBARA,0,1,0,California
93401,"SAN LUIS OBISPO, CA",G,31306,G,585822,G,2356340,2161,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,0,1,0,California
93402,"LOS OSOS, CA",G,1734,H,17834,H,78430,300,LOS OSOS,CA,SAN LUIS OBISPO,1,1,0,California
93405,"SAN LUIS OBISPO, CA",G,6997,G,71197,G,300848,457,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,1,1,0,California
93407,"SAN LUIS OBISPO, CA",H,2574,H,8501,H,35148,12,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,0,1,0,California
93420,"ARROYO GRANDE, CA",G,7127,G,86450,G,379386,888,ARROYO GRANDE,CA,SAN LUIS OBISPO,1,1,0,California
93422,"ATASCADERO, CA",H,9363,H,131912,H,557786,906,ATASCADERO,CA,SAN LUIS OBISPO,0,1,0,California
93424,"AVILA BEACH, CA",G,539,G,5631,G,25169,64,AVILA BEACH,CA,SAN LUIS OBISPO,1,1,0,California
93426,"BRADLEY, CA",H,97,G,1057,G,4119,22,BRADLEY,CA,MONTEREY,0,1,0,California
93427,"BUELLTON, CA",G,2921,G,37322,G,162144,270,BUELLTON,CA,SANTA BARBARA,0,1,0,California
93428,"CAMBRIA, CA",G,1713,G,15218,G,67568,249,CAMBRIA,CA,SAN LUIS OBISPO,1,1,0,California
93430,"CAYUCOS, CA",H,461,H,3764,G,17219,82,CAYUCOS,CA,SAN LUIS OBISPO,1,1,0,California
93432,"CRESTON, CA",H,213,H,2092,H,9901,27,CRESTON,CA,SAN LUIS OBISPO,0,1,0,California
93433,"GROVER BEACH, CA",G,2528,G,26859,G,117891,351,GROVER BEACH,CA,SAN LUIS OBISPO,1,1,0,California
93434,"GUADALUPE, CA",H,442,H,5368,H,22484,74,GUADALUPE,CA,SANTA BARBARA,1,1,0,California
93436,"LOMPOC, CA",G,8501,G,93302,G,382698,805,LOMPOC,CA,SANTA BARBARA,1,1,0,California
93437,"LOMPOC, CA",G,1746,G,44314,G,192988,67,LOMPOC,CA,SANTA BARBARA,1,1,0,California
93440,"LOS ALAMOS, CA",G,317,G,3001,G,12900,40,LOS ALAMOS,CA,SANTA BARBARA,0,1,0,California
93441,"LOS OLIVOS, CA",H,935,H,11574,H,52818,103,LOS OLIVOS,CA,SANTA BARBARA,0,1,0,California
93442,"MORRO BAY, CA",G,3322,G,31032,G,130240,392,MORRO BAY,CA,SAN LUIS OBISPO,1,1,0,California
93444,"NIPOMO, CA",G,2648,G,31522,G,143119,377,NIPOMO,CA,SAN LUIS OBISPO,1,1,0,California
93445,"OCEANO, CA",G,748,G,9252,H,48915,101,OCEANO,CA,SAN LUIS OBISPO,1,1,0,California
93446,"PASO ROBLES, CA",G,17505,G,221264,G,935738,1547,PASO ROBLES,CA,SAN LUIS OBISPO,0,1,0,California
93449,"PISMO BEACH, CA",G,4918,G,46601,G,201361,433,PISMO BEACH,CA,SAN LUIS OBISPO,1,1,0,California
93450,"SAN ARDO, CA",H,279,H,4245,H,17859,19,SAN ARDO,CA,MONTEREY,0,1,0,California
93451,"SAN MIGUEL, CA",G,331,G,4967,G,20286,56,SAN MIGUEL,CA,SAN LUIS OBISPO,0,1,0,California
93452,"SAN SIMEON, CA",H,221,G,1618,G,7778,23,SAN SIMEON,CA,SAN LUIS OBISPO,1,1,0,California
93453,"SANTA MARGARITA, CA",H,291,H,3956,H,18856,55,SANTA MARGARITA,CA,SAN LUIS OBISPO,0,1,0,California
93454,"SANTA MARIA, CA",G,18471,G,238610,G,977810,1205,SANTA MARIA,CA,SANTA BARBARA,0,1,0,California
93455,"SANTA MARIA, CA",G,12059,G,169583,G,701818,1053,SANTA MARIA,CA,SANTA BARBARA,1,1,0,California
93458,"SANTA MARIA, CA",G,5267,G,68300,H,296588,511,SANTA MARIA,CA,SANTA BARBARA,0,1,0,California
93460,"SANTA YNEZ, CA",H,3367,H,48097,H,187969,209,SANTA YNEZ,CA,SANTA BARBARA,0,1,0,California
93461,"SHANDON, CA",H,60,H,563,H,2464,14,SHANDON,CA,SAN LUIS OBISPO,0,NA,NA,California
93463,"SOLVANG, CA",G,3969,G,41125,G,175059,415,SOLVANG,CA,SANTA BARBARA,0,1,0,California
93465,"TEMPLETON, CA",H,2947,H,44760,H,187926,355,TEMPLETON,CA,SAN LUIS OBISPO,0,1,0,California
93510,"ACTON, CA",G,1807,H,20355,H,87268,189,ACTON,CA,LOS ANGELES,0,1,0,California
93532,"LAKE HUGHES, CA",H,164,G,1615,G,7441,28,LAKE HUGHES,CA,LOS ANGELES,0,1,0,California
93534,"LANCASTER, CA",H,23346,H,324671,H,1330477,1265,LANCASTER,CA,LOS ANGELES,0,1,0,California
93535,"LANCASTER, CA",G,8328,G,90756,G,386408,551,LANCASTER,CA,LOS ANGELES,0,1,0,California
93536,"LANCASTER, CA",G,8281,G,79107,G,323360,723,LANCASTER,CA,LOS ANGELES,0,NA,NA,California
93543,"LITTLEROCK, CA",H,670,H,8245,H,35841,100,LITTLEROCK,CA,LOS ANGELES,0,1,0,California
93544,"LLANO, CA",H,91,H,889,H,3887,14,LLANO,CA,LOS ANGELES,0,1,0,California
93550,"PALMDALE, CA",G,9198,G,95258,G,399366,801,PALMDALE,CA,LOS ANGELES,0,1,0,California
93551,"PALMDALE, CA",G,15504,G,150782,G,623088,1197,PALMDALE,CA,LOS ANGELES,0,1,0,California
93552,"PALMDALE, CA",G,3184,G,26761,G,110623,284,PALMDALE,CA,LOS ANGELES,0,1,0,California
93553,"PEARBLOSSOM, CA",J,90,H,761,H,3091,18,PEARBLOSSOM,CA,LOS ANGELES,0,1,0,California
93560,"ROSAMOND, CA",G,1295,G,12047,G,48483,141,ROSAMOND,CA,KERN,0,NA,NA,California
93563,"VALYERMO, CA",G,21,H,209,G,1049,3,VALYERMO,CA,LOS ANGELES,0,1,0,California
93591,"PALMDALE, CA",H,248,G,1747,G,7302,44,PALMDALE,CA,LOS ANGELES,0,1,0,California
93901,"SALINAS, CA",G,21261,H,343276,H,1570697,1372,SALINAS,CA,MONTEREY,0,1,0,California
93905,"SALINAS, CA",G,5121,G,52131,G,227058,524,SALINAS,CA,MONTEREY,0,1,0,California
93906,"SALINAS, CA",G,9743,H,136127,H,554731,722,SALINAS,CA,MONTEREY,0,1,0,California
93907,"SALINAS, CA",G,6215,G,75836,G,331111,483,SALINAS,CA,MONTEREY,0,1,0,California
93908,"SALINAS, CA",H,3045,G,48719,H,213244,320,SALINAS,CA,MONTEREY,1,1,0,California
93920,"BIG SUR, CA",H,1110,H,13061,H,59688,46,BIG SUR,CA,MONTEREY,1,1,0,California
93921,"CARMEL BY THE SEA, CA",G,2871,G,37234,G,144196,304,CARMEL BY THE SEA,CA,MONTEREY,1,1,0,California
93923,"CARMEL, CA",G,5085,G,76701,G,301758,579,CARMEL,CA,MONTEREY,1,1,0,California
93924,"CARMEL VALLEY, CA",G,1364,H,16222,H,69395,242,CARMEL VALLEY,CA,MONTEREY,0,1,0,California
93925,"CHUALAR, CA",J,229,J,4491,J,19471,18,CHUALAR,CA,MONTEREY,0,1,0,California
93926,"GONZALES, CA",H,2255,H,27812,H,122288,116,GONZALES,CA,MONTEREY,0,1,0,California
93927,"GREENFIELD, CA",G,1223,G,14165,G,60456,159,GREENFIELD,CA,MONTEREY,0,1,0,California
93928,"JOLON, CA",H,79,H,1454,H,5535,5,JOLON,CA,MONTEREY,0,1,0,California
93930,"KING CITY, CA",G,2340,G,29707,G,133791,206,KING CITY,CA,MONTEREY,0,1,0,California
93932,"LOCKWOOD, CA",J,23,J,182,J,669,4,LOCKWOOD,CA,MONTEREY,0,1,0,California
93933,"MARINA, CA",G,3965,G,44857,G,182424,380,MARINA,CA,MONTEREY,1,1,0,California
93940,"MONTEREY, CA",H,28758,H,442062,H,1840206,1797,MONTEREY,CA,MONTEREY,1,1,0,California
93943,"MONTEREY, CA",J,52,H,692,H,2836,6,MONTEREY,CA,MONTEREY,1,1,0,California
93944,"MONTEREY, CA",H,68,G,795,G,2966,12,MONTEREY,CA,MONTEREY,0,1,0,California
93950,"PACIFIC GROVE, CA",G,3487,G,39642,G,165490,430,PACIFIC GROVE,CA,MONTEREY,1,1,0,California
93953,"PEBBLE BEACH, CA",H,2778,H,49605,H,206496,82,PEBBLE BEACH,CA,MONTEREY,1,1,0,California
93954,"SAN LUCAS, CA",H,30,G,337,G,1807,3,SAN LUCAS,CA,MONTEREY,0,1,0,California
93955,"SEASIDE, CA",G,7876,G,82154,G,347942,674,SEASIDE,CA,MONTEREY,1,1,0,California
93960,"SOLEDAD, CA",H,2290,H,25660,H,110594,193,SOLEDAD,CA,MONTEREY,0,1,0,California
93962,"SPRECKELS, CA",H,39,H,400,H,1666,7,SPRECKELS,CA,MONTEREY,0,1,0,California
94002,"BELMONT, CA",H,7308,H,190751,H,784655,694,BELMONT,CA,SAN MATEO,1,1,0,California
94005,"BRISBANE, CA",G,10733,H,355535,H,1452587,278,BRISBANE,CA,SAN MATEO,1,1,0,California
94010,"BURLINGAME, CA",G,31028,G,705302,G,2779878,2184,BURLINGAME,CA,SAN MATEO,1,1,0,California
94014,"DALY CITY, CA",G,10505,G,152552,G,577823,657,DALY CITY,CA,SAN MATEO,0,1,0,California
94015,"DALY CITY, CA",G,12281,G,151960,G,650278,872,DALY CITY,CA,SAN MATEO,1,1,0,California
94018,"EL GRANADA, CA",G,717,H,19488,H,73676,72,EL GRANADA,CA,SAN MATEO,1,1,0,California
94019,"HALF MOON BAY, CA",G,4848,G,65538,G,309307,509,HALF MOON BAY,CA,SAN MATEO,1,1,0,California
94020,"LA HONDA, CA",H,164,H,1782,H,9123,32,LA HONDA,CA,SAN MATEO,0,1,0,California
94021,"LOMA MAR, CA",H,42,G,522,G,2797,8,LOMA MAR,CA,SAN MATEO,0,1,0,California
94022,"LOS ALTOS, CA",G,8622,G,266395,G,946262,881,LOS ALTOS,CA,SANTA CLARA,0,1,0,California
94024,"LOS ALTOS, CA",G,3126,G,49962,G,224226,470,LOS ALTOS,CA,SANTA CLARA,0,1,0,California
94025,"MENLO PARK, CA",H,98797,J,8361417,J,33404115,1740,MENLO PARK,CA,SAN MATEO,1,1,0,California
94027,"ATHERTON, CA",G,1883,G,38459,G,168104,180,ATHERTON,CA,SAN MATEO,0,1,0,California
94028,"PORTOLA VALLEY, CA",G,1822,G,32608,G,140292,210,PORTOLA VALLEY,CA,SAN MATEO,0,1,0,California
94030,"MILLBRAE, CA",G,4103,G,51322,G,219323,539,MILLBRAE,CA,SAN MATEO,1,1,0,California
94037,"MONTARA, CA",H,201,G,1807,G,8377,51,MONTARA,CA,SAN MATEO,1,1,0,California
94038,"MOSS BEACH, CA",G,374,H,5517,G,24751,45,MOSS BEACH,CA,SAN MATEO,1,1,0,California
94040,"MOUNTAIN VIEW, CA",G,17272,G,488373,G,2018468,1014,MOUNTAIN VIEW,CA,SANTA CLARA,0,1,0,California
94041,"MOUNTAIN VIEW, CA",G,15922,G,827617,G,3662699,423,MOUNTAIN VIEW,CA,SANTA CLARA,0,1,0,California
94043,"MOUNTAIN VIEW, CA",G,69408,H,6125656,H,25299623,1473,MOUNTAIN VIEW,CA,SANTA CLARA,1,1,0,California
94044,"PACIFICA, CA",G,4375,G,54630,G,229602,637,PACIFICA,CA,SAN MATEO,1,1,0,California
94060,"PESCADERO, CA",H,474,G,4200,G,20413,46,PESCADERO,CA,SAN MATEO,1,1,0,California
94061,"REDWOOD CITY, CA",G,5379,H,92877,H,389677,646,REDWOOD CITY,CA,SAN MATEO,0,1,0,California
94062,"REDWOOD CITY, CA",G,5867,G,121960,G,549372,656,REDWOOD CITY,CA,SAN MATEO,1,1,0,California
94063,"REDWOOD CITY, CA",G,37534,G,1709050,G,6532440,1545,REDWOOD CITY,CA,SAN MATEO,1,1,0,California
94065,"REDWOOD CITY, CA",G,22511,G,1316516,G,5057447,423,REDWOOD CITY,CA,SAN MATEO,1,1,0,California
94066,"SAN BRUNO, CA",H,14982,J,784595,J,2846400,994,SAN BRUNO,CA,SAN MATEO,0,1,0,California
94070,"SAN CARLOS, CA",G,20055,H,675003,H,2259199,1357,SAN CARLOS,CA,SAN MATEO,1,1,0,California
94074,"SAN GREGORIO, CA",H,41,G,423,G,1845,10,SAN GREGORIO,CA,SAN MATEO,1,1,0,California
94080,"SOUTH SAN FRANCISCO, CA",G,62055,H,3250161,H,9795142,2268,SOUTH SAN FRANCISCO,CA,SAN MATEO,1,1,0,California
94085,"SUNNYVALE, CA",G,21768,H,1095796,H,4457141,766,SUNNYVALE,CA,SANTA CLARA,0,1,0,California
94086,"SUNNYVALE, CA",G,29429,G,1879309,G,6381065,864,SUNNYVALE,CA,SANTA CLARA,0,1,0,California
94087,"SUNNYVALE, CA",G,10258,G,126677,G,532288,1195,SUNNYVALE,CA,SANTA CLARA,0,1,0,California
94089,"SUNNYVALE, CA",G,44041,H,4049905,H,15492445,539,SUNNYVALE,CA,SANTA CLARA,1,1,0,California
94102,"SAN FRANCISCO, CA",G,31203,G,726772,G,2887926,1661,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94103,"SAN FRANCISCO, CA",G,86959,H,4201168,H,16291209,2584,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94104,"SAN FRANCISCO, CA",G,82128,G,4454568,G,15631475,2153,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94105,"SAN FRANCISCO, CA",G,127563,G,7766775,G,26295388,2067,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94107,"SAN FRANCISCO, CA",G,77106,G,3232453,G,13144086,2071,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94108,"SAN FRANCISCO, CA",G,27567,G,916327,G,3427254,1539,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94109,"SAN FRANCISCO, CA",G,25710,G,520198,G,2208100,1678,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94110,"SAN FRANCISCO, CA",G,28989,H,773702,H,3413956,2118,SAN FRANCISCO,CA,SAN FRANCISCO,0,1,0,California
94111,"SAN FRANCISCO, CA",G,82356,G,4289857,G,13331361,2323,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94112,"SAN FRANCISCO, CA",G,6382,G,94561,G,391367,977,SAN FRANCISCO,CA,SAN FRANCISCO,0,1,0,California
94114,"SAN FRANCISCO, CA",G,10046,G,200518,G,828901,1453,SAN FRANCISCO,CA,SAN FRANCISCO,0,1,0,California
94115,"SAN FRANCISCO, CA",G,18448,G,480560,G,1885266,1371,SAN FRANCISCO,CA,SAN FRANCISCO,0,1,0,California
94116,"SAN FRANCISCO, CA",H,5596,H,115246,H,495989,706,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94117,"SAN FRANCISCO, CA",H,12122,G,176044,G,737675,1033,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94118,"SAN FRANCISCO, CA",G,11269,G,188358,G,757039,1239,SAN FRANCISCO,CA,SAN FRANCISCO,0,1,0,California
94121,"SAN FRANCISCO, CA",G,5144,G,75905,G,311464,826,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94122,"SAN FRANCISCO, CA",G,7566,G,85533,G,372690,1188,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94123,"SAN FRANCISCO, CA",G,9873,G,138641,G,583069,1125,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94124,"SAN FRANCISCO, CA",G,20546,G,426968,G,1748383,1315,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94127,"SAN FRANCISCO, CA",G,2758,G,38238,G,164206,529,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94128,"SAN FRANCISCO, CA",G,13241,H,218484,H,905356,191,SAN FRANCISCO,CA,SAN MATEO,1,1,0,California
94129,"SAN FRANCISCO, CA",H,6891,H,317129,H,1340284,285,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94130,"SAN FRANCISCO, CA",G,780,G,13134,G,55242,56,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94131,"SAN FRANCISCO, CA",G,2519,G,47275,G,202590,484,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94132,"SAN FRANCISCO, CA",G,5704,G,63333,G,261268,450,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94133,"SAN FRANCISCO, CA",G,18304,G,384963,G,1594958,1339,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94134,"SAN FRANCISCO, CA",G,3956,G,72620,G,306024,452,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94158,"SAN FRANCISCO, CA",H,9763,H,573203,H,1950187,269,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94188,"SAN FRANCISCO, CA",J,31,J,1286,J,9934,4,SAN FRANCISCO,CA,SAN FRANCISCO,1,1,0,California
94301,"PALO ALTO, CA",G,25414,G,1249050,G,4983911,1254,PALO ALTO,CA,SANTA CLARA,0,1,0,California
94303,"PALO ALTO, CA",H,17648,H,619221,H,2677210,989,PALO ALTO,CA,SANTA CLARA,1,1,0,California
94304,"PALO ALTO, CA",G,56576,G,3578984,G,14548975,483,PALO ALTO,CA,SANTA CLARA,0,1,0,California
94305,"STANFORD, CA",J,54779,J,1472673,J,6558292,115,STANFORD,CA,SANTA CLARA,0,1,0,California
94306,"PALO ALTO, CA",G,16926,H,748431,G,2798946,1079,PALO ALTO,CA,SANTA CLARA,0,1,0,California
94401,"SAN MATEO, CA",G,15587,G,410971,G,1548069,1162,SAN MATEO,CA,SAN MATEO,1,1,0,California
94402,"SAN MATEO, CA",G,24824,H,1149353,H,4339223,1024,SAN MATEO,CA,SAN MATEO,1,1,0,California
94403,"SAN MATEO, CA",G,32578,G,1285147,G,5451196,1204,SAN MATEO,CA,SAN MATEO,1,1,0,California
94404,"SAN MATEO, CA",G,26284,G,1583197,G,5858700,911,SAN MATEO,CA,SAN MATEO,1,1,0,California
94501,"ALAMEDA, CA",G,20851,H,429428,G,1724975,1629,ALAMEDA,CA,ALAMEDA,1,1,0,California
94502,"ALAMEDA, CA",H,11737,H,469669,H,1627655,270,ALAMEDA,CA,ALAMEDA,1,1,0,California
