fipstate,fipscty,naics,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,full_fips,coastalCounty,ALLCoastalCounty
06,001,0,G,749124,G,19325648,G,75849017,42318,23072,7329,5409,4046,1337,783,212,78,52,25,13,10,4,06001,1,0
06,001,11,J,211,J,5093,J,21626,21,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,115,J,211,J,5093,J,21608,20,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,1151,J,159,J,4752,J,20137,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,11511,J,159,J,4752,J,20137,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,115112,J,77,J,2089,J,7620,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,1152,J,52,H,341,G,1471,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,11521,J,52,H,341,G,1471,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,115210,J,52,H,341,G,1471,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,21,G,247,H,7411,H,32959,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,212,G,216,H,6391,H,29259,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2123,G,216,H,6391,H,29259,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,21232,G,102,H,3240,G,14351,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,212321,G,102,H,3240,G,14351,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,22,H,1776,H,109999,H,346560,40,25,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,221,H,1776,H,109999,H,346560,40,25,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2211,H,1718,H,107903,H,334147,33,20,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,22111,G,209,H,12780,G,42879,22,14,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,221112,J,29,J,2754,J,7408,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,221114,H,99,J,2285,H,15274,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,221118,J,59,H,7104,H,17954,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,22112,H,1509,J,95123,J,291268,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,221122,H,1509,J,95123,J,291268,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2212,J,37,J,1582,J,10204,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,22121,J,37,J,1582,J,10204,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,221210,J,37,J,1582,J,10204,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2213,H,21,H,514,H,2209,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,22131,H,21,H,514,H,2209,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,221310,H,21,H,514,H,2209,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23,G,47155,G,1153323,G,4891667,3163,1775,569,358,265,95,83,13,4,NA,NA,NA,NA,NA,06001,1,0
06,001,236,G,8735,G,203982,G,855529,1187,782,208,108,64,15,9,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2361,G,5782,G,119922,G,483524,1025,720,181,70,40,8,6,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23611,G,5782,G,119922,G,483524,1025,720,181,70,40,8,6,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,236115,G,876,G,13530,G,59815,217,163,38,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,236116,G,339,G,10684,G,45879,23,9,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,236117,G,543,G,27635,G,79141,16,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,236118,G,4024,G,68073,G,298689,769,540,140,50,33,3,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2362,G,2953,G,84060,G,372005,162,62,27,38,24,7,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23621,G,236,H,6130,H,34406,11,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,236210,G,236,H,6130,H,34406,11,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23622,G,2717,G,77930,G,337599,151,59,24,35,23,7,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,236220,G,2717,G,77930,G,337599,151,59,24,35,23,7,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,237,G,3774,H,117989,G,510886,110,37,11,20,22,10,8,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2371,G,1323,G,34099,G,166745,48,12,5,13,11,4,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23711,H,813,H,22785,H,121391,28,4,5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,237110,H,813,H,22785,H,121391,28,4,5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23713,H,466,H,10364,H,41133,19,8,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,237130,H,466,H,10364,H,41133,19,8,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2372,J,57,H,827,H,4331,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23721,J,57,H,827,H,4331,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,237210,J,57,H,827,H,4331,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2373,H,1674,H,51700,H,256243,39,8,4,7,10,5,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23731,H,1674,H,51700,H,256243,39,8,4,7,10,5,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,237310,H,1674,H,51700,H,256243,39,8,4,7,10,5,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2379,H,720,H,31363,H,83567,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23799,H,720,H,31363,H,83567,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,237990,H,720,H,31363,H,83567,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238,G,34646,G,831352,G,3525252,1866,956,350,230,179,70,66,11,3,NA,NA,NA,NA,NA,06001,1,0
06,001,2381,G,5617,G,108150,G,512319,337,156,71,50,35,12,11,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23811,G,881,G,16363,G,80803,53,25,8,9,5,3,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238110,G,881,G,16363,G,80803,53,25,8,9,5,3,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23812,G,553,G,13410,G,57609,16,4,6,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238120,G,553,G,13410,G,57609,16,4,6,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23813,G,631,H,15292,H,66812,26,9,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238130,G,631,H,15292,H,66812,26,9,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23814,G,851,G,9433,G,47766,35,22,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238140,G,851,G,9433,G,47766,35,22,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23815,H,738,H,19794,H,80935,50,20,11,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238150,H,738,H,19794,H,80935,50,20,11,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23816,G,1451,G,23820,G,131071,130,61,33,19,10,5,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238160,G,1451,G,23820,G,131071,130,61,33,19,10,5,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23817,G,76,G,1211,G,5328,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238170,G,76,G,1211,G,5328,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23819,G,436,G,8827,H,41995,17,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238190,G,436,G,8827,H,41995,17,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2382,G,15766,G,445131,G,1800295,792,408,143,86,85,36,29,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23821,G,5212,G,132124,G,571101,369,198,73,33,38,15,12,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238210,G,5212,G,132124,G,571101,369,198,73,33,38,15,12,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23822,G,8797,G,254961,G,999860,373,191,65,47,39,16,10,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238220,G,8797,G,254961,G,999860,373,191,65,47,39,16,10,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23829,G,1757,G,58046,G,229334,50,19,5,6,8,5,7,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238290,G,1757,G,58046,G,229334,50,19,5,6,8,5,7,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2383,G,8288,G,168352,G,698535,559,315,105,69,39,11,17,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23831,G,3198,G,76660,G,309462,76,32,16,8,9,3,5,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238310,G,3198,G,76660,G,309462,76,32,16,8,9,3,5,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23832,G,1492,G,20344,G,90402,186,122,34,17,6,3,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238320,G,1492,G,20344,G,90402,186,122,34,17,6,3,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23833,G,900,G,20401,G,84301,88,55,13,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238330,G,900,G,20401,G,84301,88,55,13,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23834,G,514,G,8286,H,36961,65,36,10,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238340,G,514,G,8286,H,36961,65,36,10,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23835,G,1172,G,23467,G,98177,102,57,22,12,7,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238350,G,1172,G,23467,G,98177,102,57,22,12,7,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23839,G,1012,G,19194,G,79232,42,13,10,10,5,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238390,G,1012,G,19194,G,79232,42,13,10,10,5,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,2389,G,4975,G,109719,G,514103,178,77,31,25,20,11,9,5,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23891,G,3198,G,76077,G,351338,89,39,17,11,7,4,7,4,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238910,G,3198,G,76077,G,351338,89,39,17,11,7,4,7,4,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,23899,H,1777,H,33642,H,162765,89,38,14,14,13,7,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,238990,H,1777,H,33642,H,162765,89,38,14,14,13,7,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31,G,89948,H,3626294,H,14305773,1661,621,296,227,264,97,101,37,14,4,NA,NA,NA,NA,06001,1,0
06,001,311,G,8632,G,145564,G,576997,249,87,33,38,50,14,20,6,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3111,J,334,J,7766,J,27780,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31111,J,334,J,7766,J,27780,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311111,J,285,J,7012,J,24572,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311119,H,49,H,754,H,3208,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3112,J,92,J,1956,J,7868,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3113,H,1196,H,28142,H,103212,13,3,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31134,H,236,J,3942,J,16570,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311340,H,236,J,3942,J,16570,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31135,H,940,J,23822,J,84914,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311351,G,369,G,6691,G,23606,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311352,J,571,J,17131,J,61308,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3114,H,1023,G,14400,H,60494,15,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31141,H,662,G,8528,G,32716,9,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311412,H,658,G,8504,G,32623,8,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31142,G,361,H,5872,H,27778,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311421,J,5,G,53,G,289,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3115,J,623,J,12452,J,50620,17,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31151,J,552,J,11809,J,48332,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311511,J,504,J,11179,J,45652,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31152,G,71,H,643,H,2288,10,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311520,G,71,H,643,H,2288,10,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3116,H,753,H,12618,H,50074,15,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31161,H,753,H,12618,H,50074,15,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311612,H,648,H,9936,H,40393,10,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311615,H,94,H,2565,H,9213,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3118,G,2805,G,33424,G,150704,112,41,18,17,23,4,7,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31181,G,2174,G,25568,G,115777,99,37,17,16,20,NA,6,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311811,G,738,G,6895,G,28590,71,32,14,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311812,G,1322,G,16632,G,79551,27,5,3,5,7,NA,5,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31182,H,226,H,2515,H,11915,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311821,H,221,H,2459,H,11660,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31183,H,405,H,5341,H,23012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311830,H,405,H,5341,H,23012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3119,G,1806,G,34806,G,126228,65,26,10,9,9,6,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31191,J,213,J,2827,J,11498,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311911,J,58,J,813,J,3615,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31192,G,347,H,6880,H,24111,19,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311920,G,347,H,6880,H,24111,19,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31194,H,180,H,2973,H,12501,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311941,J,86,J,1380,J,5651,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31199,G,782,G,10686,G,43384,31,10,5,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311991,G,626,G,7395,G,29767,20,7,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,311999,H,156,H,3291,H,13617,11,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,312,G,2668,G,41938,G,165932,86,24,17,16,17,6,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3121,G,2668,G,41938,G,165932,86,24,17,16,17,6,4,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31211,G,1238,G,27470,G,102869,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,312111,G,1189,G,26843,G,96921,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31212,G,667,G,7771,G,34994,27,3,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,312120,G,667,G,7771,G,34994,27,3,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31213,H,728,H,5708,H,23916,46,16,10,9,7,3,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,312130,H,728,H,5708,H,23916,46,16,10,9,7,3,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31214,H,35,J,989,J,4153,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,312140,H,35,J,989,J,4153,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,313,H,58,J,1226,J,5586,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3132,G,40,J,964,J,4482,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31322,G,40,J,964,J,4482,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,313220,G,40,J,964,J,4482,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3133,J,15,J,236,J,990,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31331,J,14,J,174,J,692,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,313310,J,14,J,174,J,692,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,314,J,59,H,1021,H,3834,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3149,J,39,H,794,H,3198,9,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31491,J,19,J,246,J,1118,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,314910,J,19,J,246,J,1118,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31499,J,20,H,548,H,2080,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,314999,J,13,H,91,G,457,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,315,H,199,H,1899,H,7188,22,9,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3152,H,186,H,1795,H,6649,18,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31521,G,118,G,784,G,2874,14,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,315210,G,118,G,784,G,2874,14,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31524,J,55,J,880,J,3286,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,315240,J,55,J,880,J,3286,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3159,J,13,J,104,J,539,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,31599,J,13,J,104,J,539,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,315990,J,13,J,104,J,539,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,321,H,451,H,6404,H,25026,27,9,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3219,H,426,H,5940,H,22847,25,9,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32191,G,57,H,895,H,4006,8,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,321911,H,40,H,562,H,2322,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,321918,G,17,H,333,H,1684,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32192,H,330,H,4547,H,16412,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,321920,H,330,H,4547,H,16412,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32199,G,39,G,498,G,2429,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,321999,H,35,G,418,H,2167,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,322,J,643,J,12024,J,52202,12,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3222,J,643,J,12024,J,52202,12,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32221,J,613,J,11403,J,50137,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,322211,J,414,J,8283,J,37285,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,322219,J,61,H,690,H,2684,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32222,J,11,G,292,G,1046,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,322220,J,11,G,292,G,1046,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,323,G,1493,G,23710,G,92843,120,60,23,16,15,6,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3231,G,1493,G,23710,G,92843,120,60,23,16,15,6,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32311,G,1448,G,22850,G,90039,114,57,22,15,14,6,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,323111,G,1169,G,19163,G,76650,93,46,18,14,10,5,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,323113,G,191,G,2174,G,9283,17,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,323117,G,88,H,1513,G,4106,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32312,H,45,J,860,J,2804,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,323120,H,45,J,860,J,2804,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,324,H,180,H,4465,H,19327,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,3241,H,180,H,4465,H,19327,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32412,H,180,H,4465,H,19327,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,324121,G,86,G,2230,G,9299,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,325,G,6701,H,295824,H,980834,95,28,13,12,22,6,5,3,6,NA,NA,NA,NA,NA,06001,1,0
06,001,3251,J,280,H,7874,J,33714,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
06,001,32512,H,46,G,1127,G,4745,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06001,1,0
