fipstate,fipscty,naics,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,full_fips,coastalCounty,ALLCoastalCounty
06,055,493,G,848,G,13760,G,57391,42,11,11,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,4931,G,848,G,13760,G,57391,42,11,11,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,49311,G,401,G,5970,G,24541,16,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,493110,G,401,G,5970,G,24541,16,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,49312,J,43,H,665,H,3111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,493120,J,43,H,665,H,3111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,49313,G,9,H,166,H,716,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,493130,G,9,H,166,H,716,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,49319,J,395,H,6959,H,29023,19,5,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,493190,J,395,H,6959,H,29023,19,5,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,51,G,494,G,9290,G,34264,57,33,9,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,511,H,142,H,3089,H,9771,18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5111,H,69,G,845,G,2696,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,51111,G,63,G,783,G,2417,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,511110,G,63,G,783,G,2417,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5112,H,73,H,2244,H,7075,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,51121,H,73,H,2244,H,7075,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,511210,H,73,H,2244,H,7075,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,512,H,88,J,341,H,2057,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5121,H,88,J,341,H,2057,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,51211,G,14,H,115,H,680,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,512110,G,14,H,115,H,680,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,515,H,23,H,145,G,860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,517,G,197,G,4216,G,15480,21,9,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5173,G,180,H,3499,H,13186,19,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,51731,G,180,H,3499,H,13186,19,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,517311,J,103,J,2534,J,9302,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,517312,J,77,H,965,H,3884,9,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,518,G,40,H,1381,H,5667,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5182,G,40,H,1381,H,5667,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,51821,G,40,H,1381,H,5667,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,518210,G,40,H,1381,H,5667,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,519,G,4,H,118,H,429,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5191,G,4,H,118,H,429,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,51913,G,4,H,118,H,429,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,519130,G,4,H,118,H,429,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52,J,1192,J,56595,H,164692,181,120,31,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,522,J,415,H,18775,H,53493,63,30,19,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5221,J,357,H,17567,H,47945,46,19,14,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52211,J,313,H,16625,H,44315,39,17,10,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,522110,J,313,H,16625,H,44315,39,17,10,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52213,H,42,H,746,H,3038,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,522130,H,42,H,746,H,3038,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5222,G,49,G,1099,G,5033,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52229,H,45,G,963,G,4622,9,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,522292,H,41,G,932,G,4474,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5223,J,9,H,109,G,515,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52231,J,7,G,96,G,446,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,522310,J,7,G,96,G,446,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,523,J,222,H,13087,H,39658,57,43,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5231,J,69,H,4524,H,13819,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52312,J,68,H,4504,H,13738,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,523120,J,68,H,4504,H,13738,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5239,H,153,J,8563,H,25839,43,34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52391,J,15,G,332,G,1373,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,523910,J,15,G,332,G,1373,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52392,H,121,J,7983,H,23515,28,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,523920,H,121,J,7983,H,23515,28,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52393,J,13,G,207,G,798,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,523930,J,13,G,207,G,798,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,524,J,555,J,24733,J,71541,61,47,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5241,J,315,J,19484,J,48302,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52412,J,314,J,19472,J,48257,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,524127,J,24,J,586,J,2494,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5242,H,240,H,5249,G,23239,54,43,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52421,G,218,H,4914,G,21733,48,38,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,524210,G,218,H,4914,G,21733,48,38,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,52429,J,22,H,335,H,1506,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,524298,J,20,J,299,H,1370,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53,G,948,G,13166,G,58684,247,198,29,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531,G,732,G,9874,G,42685,221,183,25,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5311,H,302,G,3151,G,13781,86,71,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53111,H,117,G,1414,G,6586,34,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531110,H,117,G,1414,G,6586,34,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53112,H,61,H,876,H,3517,22,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531120,H,61,H,876,H,3517,22,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53113,H,24,H,171,H,716,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531130,H,24,H,171,H,716,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53119,H,100,G,690,G,2962,20,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531190,H,100,G,690,G,2962,20,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5312,H,147,G,2553,G,11754,69,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53121,H,147,G,2553,G,11754,69,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531210,H,147,G,2553,G,11754,69,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5313,G,283,G,4170,G,17150,66,47,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53131,G,251,G,3545,G,15022,55,37,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531311,G,191,G,2402,G,10380,44,30,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531312,G,60,H,1143,H,4642,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53132,J,13,H,79,G,378,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531320,J,13,H,79,G,378,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53139,G,19,J,546,J,1750,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,531390,G,19,J,546,J,1750,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,532,H,216,H,3292,H,15999,26,15,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5321,J,13,J,205,J,725,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53211,J,13,J,205,J,722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,532111,J,13,J,205,J,722,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5322,H,100,H,1253,H,7166,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53228,H,100,H,1253,H,7166,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,532289,H,98,J,1207,J,6755,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5324,H,86,H,1413,H,6494,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53241,H,67,H,1124,H,5126,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,532412,H,67,H,1124,H,5126,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,53249,G,19,H,289,H,1363,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,532490,G,19,H,289,H,1363,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54,G,2254,G,48400,G,209281,478,356,68,34,14,6,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541,G,2254,G,48400,G,209281,478,356,68,34,14,6,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5411,G,204,G,5963,G,26579,55,44,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54111,G,179,G,5260,G,24165,51,42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541110,G,179,G,5260,G,24165,51,42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54119,H,25,H,703,H,2414,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541191,H,24,H,697,H,2391,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5412,G,368,G,6396,G,26911,76,52,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54121,G,368,G,6396,G,26911,76,52,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541211,G,86,H,1647,H,7242,20,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541213,H,51,G,411,G,1118,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541214,H,22,G,440,G,1833,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541219,H,209,G,3898,G,16718,38,27,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5413,G,477,G,10755,G,46763,67,41,18,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54131,J,63,J,1077,J,4959,17,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541310,J,63,J,1077,J,4959,17,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54132,J,25,J,540,J,2348,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541320,J,25,J,540,J,2348,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54133,H,183,G,4606,G,19829,26,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541330,H,183,G,4606,G,19829,26,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54135,J,12,H,314,G,729,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541350,J,12,H,314,G,729,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54137,H,63,H,1485,H,6156,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541370,H,63,H,1485,H,6156,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54138,G,131,H,2733,H,12742,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541380,G,131,H,2733,H,12742,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5414,H,155,H,2694,H,11634,36,26,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54141,H,61,G,889,G,4071,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541410,H,61,G,889,G,4071,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54143,H,23,G,450,G,2132,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541430,H,23,G,450,G,2132,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54149,J,31,G,396,H,1711,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541490,J,31,G,396,H,1711,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5415,H,278,H,7266,H,30614,36,27,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54151,H,278,H,7266,H,30614,36,27,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541511,G,144,G,4221,G,17110,19,13,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541512,H,29,G,574,G,2634,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541519,J,101,J,2343,J,10357,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5416,G,477,G,10860,G,48555,151,131,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54161,G,399,G,9421,G,41599,113,97,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541611,G,231,G,5747,G,26728,71,62,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541613,G,93,G,2525,G,9861,31,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541614,H,63,H,861,H,3771,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541618,G,11,J,270,H,1143,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54162,G,34,H,613,H,2697,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541620,G,34,H,613,H,2697,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54169,J,44,G,826,G,4259,29,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541690,J,44,G,826,G,4259,29,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5417,J,13,H,247,H,518,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54171,J,13,H,247,H,518,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541715,J,11,H,245,H,507,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5418,H,46,G,835,G,3984,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54181,G,12,H,238,H,917,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541810,G,12,H,238,H,917,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54182,J,6,J,107,H,671,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541820,J,6,J,107,H,671,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5419,G,236,G,3384,G,13723,39,22,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54191,J,8,G,144,G,428,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541910,J,8,G,144,G,428,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54192,G,14,G,136,G,533,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541921,G,14,G,136,G,533,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54194,G,212,G,3079,G,12594,23,6,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541940,G,212,G,3079,G,12594,23,6,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,54199,G,2,J,25,H,168,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,541990,G,2,J,25,H,168,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,55,J,729,J,22007,H,87237,19,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,551,J,729,J,22007,H,87237,19,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5511,J,729,J,22007,H,87237,19,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,55111,J,729,J,22007,H,87237,19,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,551112,H,25,G,935,G,4013,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,551114,J,704,J,21072,H,83224,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56,G,4537,G,52767,G,219512,283,163,42,25,32,11,9,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561,G,4228,G,48273,G,198784,269,162,37,22,28,11,8,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5611,J,308,J,6834,J,25001,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56111,J,308,J,6834,J,25001,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561110,J,308,J,6834,J,25001,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5613,G,1085,G,12780,G,53430,28,13,NA,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56131,J,151,J,1268,H,3828,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561311,J,149,J,1195,J,3403,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561312,G,2,G,73,G,425,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56132,G,840,G,8952,G,39591,19,6,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561320,G,840,G,8952,G,39591,19,6,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56133,J,94,J,2560,J,10011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561330,J,94,J,2560,J,10011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5614,G,50,G,452,G,1963,14,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56143,G,35,G,285,G,1235,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561431,H,32,G,266,G,1162,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56149,J,4,J,35,H,216,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5615,J,167,H,2058,J,10087,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56151,J,8,J,314,J,770,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561510,J,8,J,314,J,770,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56152,J,125,J,1035,J,5941,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561520,J,125,J,1035,J,5941,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56159,J,34,J,709,J,3376,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5616,G,918,G,8184,H,29879,11,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56161,G,915,G,8087,H,29484,10,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561612,G,912,G,8043,H,29311,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,5617,G,1540,G,15076,G,66351,160,94,29,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56171,J,12,G,179,G,757,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561710,J,12,G,179,G,757,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56172,G,557,G,3498,G,13188,44,26,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561720,G,557,G,3498,G,13188,44,26,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56173,G,926,G,10714,G,49629,100,59,16,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,561730,G,926,G,10714,G,49629,100,59,16,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
06,055,56174,J,16,J,157,H,713,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06055,0,0
