zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,city,stabbr,cty_name,coastalZip,coastalCounty,ALLCoastalCounty,fips,state
97009,0,270,162,47,37,15,4,5,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,0,270,162,47,37,15,4,5,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23,90,58,18,9,4,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23,90,58,18,9,4,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,236,26,19,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,236,26,19,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,2361,22,16,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,2361,22,16,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23611,22,16,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23611,22,16,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,236115,9,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,236115,9,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,236118,13,9,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,236118,13,9,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,2362,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,2362,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23622,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23622,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,236220,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,236220,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,237,7,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,237,7,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,2371,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,2371,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23711,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23711,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,237110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,237110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238,57,36,14,4,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238,57,36,14,4,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,2381,8,5,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,2381,8,5,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23811,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23811,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,2382,22,14,8,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,2382,22,14,8,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23821,6,3,3,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23821,6,3,3,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238210,6,3,3,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238210,6,3,3,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23822,16,11,5,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23822,16,11,5,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238220,16,11,5,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238220,16,11,5,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,2383,12,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,2383,12,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23832,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23832,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238320,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238320,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23833,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23833,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238330,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238330,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23835,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23835,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238350,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238350,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,2389,15,10,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,2389,15,10,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23891,11,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23891,11,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238910,11,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238910,11,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,23899,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,23899,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,238990,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,238990,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,31,16,8,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,31,16,8,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,332,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,332,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,3327,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,3327,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,33271,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,33271,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,332710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,332710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,42,15,6,NA,5,3,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,42,15,6,NA,5,3,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,423,10,6,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,423,10,6,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,4231,6,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,4231,6,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,424,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,424,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,44,20,8,4,5,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,44,20,8,4,5,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,444,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,444,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,4442,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,4442,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,44422,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,44422,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,444220,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,444220,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,445,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,445,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,4451,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,4451,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,447,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,447,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,4471,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,4471,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,44711,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,44711,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,447110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,447110,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,454,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,454,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,48,8,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,48,8,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,484,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,484,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,4842,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,4842,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,48422,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,48422,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,484220,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,484220,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,52,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,52,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,53,13,10,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,53,13,10,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,531,12,10,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,531,12,10,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5311,5,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5311,5,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,53112,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,53112,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,531120,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,531120,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5312,6,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5312,6,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,53121,6,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,53121,6,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,531210,6,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,531210,6,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,54,21,20,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,54,21,20,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,541,21,20,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,541,21,20,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5413,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5413,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,54133,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,54133,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,541330,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,541330,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5415,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5415,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,54151,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,54151,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,541512,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,541512,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5416,8,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5416,8,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,54161,7,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,54161,7,7,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,541613,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,541613,4,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5419,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5419,3,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,56,22,14,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,56,22,14,3,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,561,15,12,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,561,15,12,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5617,10,9,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5617,10,9,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,56173,7,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,56173,7,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,561730,7,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,561730,7,6,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,562,7,NA,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,562,7,NA,NA,3,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5621,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5621,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,56211,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,56211,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,562111,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,562111,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,5629,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,5629,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,56299,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,56299,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,562991,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,562991,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,611,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,611,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,62,8,5,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,62,8,5,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,624,5,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,624,5,4,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,6244,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,6244,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,62441,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,62441,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,624410,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,624410,4,3,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,71,8,4,3,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,71,8,4,3,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,711,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,711,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,7115,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
97009,7115,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41051,Oregon
97009,71151,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BORING,OR,CLACKAMAS,0,NA,NA,41005,Oregon
