ZIP,shore,FIPS,LDB,nonp,State,State_FIPS
8234,1,34001,1,0,NJ,34
8241,1,34001,1,0,NJ,34
8242,1,34009,1,0,NJ,34
8243,1,34009,1,0,NJ,34
8244,1,34001,1,0,NJ,34
8247,1,34009,1,0,NJ,34
8248,1,34009,1,0,NJ,34
8251,1,34009,1,0,NJ,34
8260,1,34009,1,0,NJ,34
8270,1,34001,1,0,NJ,34
8302,1,34011,1,0,NJ,34
8311,1,34011,1,0,NJ,34
8314,1,34011,1,0,NJ,34
8316,1,34011,1,0,NJ,34
8321,1,34011,1,0,NJ,34
8323,1,34011,1,0,NJ,34
8324,1,34011,1,0,NJ,34
8327,1,34011,1,0,NJ,34
8329,1,34011,1,0,NJ,34
8332,1,34011,1,0,NJ,34
8345,1,34011,1,0,NJ,34
8349,1,34011,1,0,NJ,34
8401,1,34001,1,0,NJ,34
8402,1,34001,1,0,NJ,34
8403,1,34001,1,0,NJ,34
8406,1,34001,1,0,NJ,34
8721,1,34029,1,0,NJ,34
8722,1,34029,1,0,NJ,34
8723,1,34029,1,0,NJ,34
8724,1,34029,1,0,NJ,34
8730,1,34025,1,0,NJ,34
8731,1,34029,1,0,NJ,34
8732,1,34029,1,0,NJ,34
8732,1,34029,1,0,NJ,34
8734,1,34029,1,0,NJ,34
8735,1,34029,1,0,NJ,34
8736,1,34025,1,0,NJ,34
8738,1,34029,1,0,NJ,34
8740,1,34029,1,0,NJ,34
8741,1,34029,1,0,NJ,34
8742,1,34029,1,0,NJ,34
8750,1,34025,1,0,NJ,34
8751,1,34029,1,0,NJ,34
8752,1,34029,1,0,NJ,34
8753,1,34029,1,0,NJ,34
8755,1,34029,1,0,NJ,34
8757,1,34029,1,0,NJ,34
8758,1,34029,1,0,NJ,34
8861,1,34023,1,0,NJ,34
8879,1,34023,1,0,NJ,34
10001,1,36061,0,1,NY,36
10002,1,36061,0,1,NY,36
10003,0,36061,0,1,NY,36
10004,1,34017,0,1,NJ,34
10005,1,36061,0,1,NY,36
10006,0,36061,0,1,NY,36
10007,0,36061,0,1,NY,36
10009,1,36061,0,1,NY,36
10010,1,36061,0,1,NY,36
10011,1,36061,0,1,NY,36
10012,0,36061,0,1,NY,36
10013,1,36061,0,1,NY,36
10014,1,36061,0,1,NY,36
10016,1,36061,0,1,NY,36
10017,1,36061,0,1,NY,36
10018,1,36061,0,1,NY,36
10019,1,36061,0,1,NY,36
10020,0,36061,0,1,NY,36
10021,1,36061,0,1,NY,36
10022,1,36061,0,1,NY,36
10023,1,36061,0,1,NY,36
10024,1,36061,0,1,NY,36
10025,1,36061,0,1,NY,36
10026,0,36061,0,1,NY,36
10027,1,36061,0,1,NY,36
10028,1,36061,0,1,NY,36
10029,1,36061,0,1,NY,36
10030,0,36061,0,1,NY,36
10031,1,36061,0,1,NY,36
10032,1,36061,0,1,NY,36
10033,1,36061,0,1,NY,36
10034,1,36061,0,1,NY,36
10035,1,36061,0,1,NY,36
10036,1,36061,0,1,NY,36
10037,1,36061,0,1,NY,36
10038,1,36061,0,1,NY,36
10039,1,36061,0,1,NY,36
10040,1,36061,0,1,NY,36
10044,1,36061,0,1,NY,36
10065,1,36061,0,1,NY,36
10069,1,36061,0,1,NY,36
10075,0,36061,0,1,NY,36
10103,0,36061,0,1,NY,36
10110,0,36061,0,1,NY,36
10111,0,36061,0,1,NY,36
10112,0,36061,0,1,NY,36
10115,0,36061,0,1,NY,36
10119,0,36061,0,1,NY,36
10128,1,36061,0,1,NY,36
10152,0,36061,0,1,NY,36
10153,0,36061,0,1,NY,36
10154,0,36061,0,1,NY,36
10162,1,36061,0,1,NY,36
10165,0,36061,0,1,NY,36
10167,0,36061,0,1,NY,36
10168,0,36061,0,1,NY,36
10169,0,36061,0,1,NY,36
10170,0,36061,0,1,NY,36
10171,0,36061,0,1,NY,36
10172,0,36061,0,1,NY,36
10173,0,36061,0,1,NY,36
10174,0,36061,0,1,NY,36
10177,0,36061,0,1,NY,36
10199,0,36061,0,1,NY,36
10271,0,36061,0,1,NY,36
10278,0,36061,0,1,NY,36
10279,0,36061,0,1,NY,36
10280,1,36061,0,1,NY,36
10282,1,36061,0,1,NY,36
10301,1,36085,0,1,NY,36
10302,1,36085,0,1,NY,36
10303,1,36085,0,1,NY,36
10304,1,36085,0,1,NY,36
10305,1,36085,0,1,NY,36
10306,1,36085,0,1,NY,36
10307,1,36085,0,1,NY,36
10308,1,36085,0,1,NY,36
10309,1,36085,0,1,NY,36
10310,1,36085,0,1,NY,36
10311,0,36085,0,1,NY,36
10312,1,36085,0,1,NY,36
10314,1,36085,0,1,NY,36
10451,0,36005,0,1,NY,36
10452,0,36005,0,1,NY,36
10453,0,36005,0,1,NY,36
10454,1,36005,0,1,NY,36
10455,0,36005,0,1,NY,36
10456,0,36005,0,1,NY,36
10457,0,36005,0,1,NY,36
10458,0,36005,0,1,NY,36
10459,0,36005,0,1,NY,36
10460,0,36005,0,1,NY,36
10461,1,36005,0,1,NY,36
10462,0,36005,0,1,NY,36
10463,1,36005,0,1,NY,36
10464,1,36005,0,1,NY,36
10465,1,36005,0,1,NY,36
10466,0,36005,0,1,NY,36
10467,0,36005,0,1,NY,36
10468,0,36005,0,1,NY,36
10469,0,36005,0,1,NY,36
10470,0,36005,0,1,NY,36
10471,1,36005,0,1,NY,36
10472,0,36005,0,1,NY,36
10473,1,36005,0,1,NY,36
10474,1,36005,0,1,NY,36
10475,1,36005,0,1,NY,36
10501,0,36119,0,1,NY,36
10502,0,36119,0,1,NY,36
10503,0,36119,0,1,NY,36
10504,0,36119,0,1,NY,36
10505,0,36119,0,1,NY,36
10506,0,36119,0,1,NY,36
10507,0,36119,0,1,NY,36
10510,0,36119,0,1,NY,36
10511,0,36119,0,1,NY,36
10514,0,36119,0,1,NY,36
10517,0,36119,0,1,NY,36
10518,0,36119,0,1,NY,36
10519,0,36119,0,1,NY,36
10520,0,36119,0,1,NY,36
10522,0,36119,0,1,NY,36
10523,0,36119,0,1,NY,36
10526,0,36119,0,1,NY,36
10527,0,36119,0,1,NY,36
10528,0,36119,0,1,NY,36
10530,0,36119,0,1,NY,36
10532,0,36119,0,1,NY,36
10533,0,36119,0,1,NY,36
10535,0,36119,0,1,NY,36
10536,0,36119,0,1,NY,36
10538,1,36119,0,1,NY,36
10540,0,36119,0,1,NY,36
10540,0,36119,0,1,NY,36
10541,0,36119,0,1,NY,36
10543,1,36119,0,1,NY,36
10545,0,36119,0,1,NY,36
10546,0,36119,0,1,NY,36
10547,0,36119,0,1,NY,36
10548,0,36119,0,1,NY,36
10549,0,36119,0,1,NY,36
10550,0,36119,0,1,NY,36
10552,0,36119,0,1,NY,36
10553,0,36119,0,1,NY,36
10560,0,36119,0,1,NY,36
10562,0,36119,0,1,NY,36
10566,0,36119,0,1,NY,36
10567,0,36119,0,1,NY,36
10570,0,36119,0,1,NY,36
10573,1,36119,0,1,NY,36
10576,0,36119,0,1,NY,36
10577,0,36119,0,1,NY,36
10578,0,36119,0,1,NY,36
10580,1,36119,0,1,NY,36
10583,0,36119,0,1,NY,36
10588,0,36119,0,1,NY,36
10589,0,36119,0,1,NY,36
10590,0,36119,0,1,NY,36
10591,0,36119,0,1,NY,36
10594,0,36119,0,1,NY,36
10595,0,36119,0,1,NY,36
10596,0,36119,0,1,NY,36
10597,0,36119,0,1,NY,36
10598,0,36119,0,1,NY,36
10601,0,36119,0,1,NY,36
10603,0,36119,0,1,NY,36
10604,0,36119,0,1,NY,36
10605,0,36119,0,1,NY,36
10606,0,36119,0,1,NY,36
10607,0,36119,0,1,NY,36
10701,0,36119,0,1,NY,36
10703,0,36119,0,1,NY,36
10704,0,36119,0,1,NY,36
10705,0,36119,0,1,NY,36
10706,0,36119,0,1,NY,36
10707,0,36119,0,1,NY,36
10708,0,36119,0,1,NY,36
10709,0,36119,0,1,NY,36
10710,0,36119,0,1,NY,36
10801,1,36119,0,1,NY,36
10803,0,36119,0,1,NY,36
10804,0,36119,0,1,NY,36
10805,1,36119,0,1,NY,36
11001,0,36059,0,1,NY,36
11003,0,36059,0,1,NY,36
11004,0,36081,0,1,NY,36
11005,0,36059,0,1,NY,36
11010,0,36059,0,1,NY,36
11020,0,36059,0,1,NY,36
11021,1,36059,0,1,NY,36
11023,1,36059,0,1,NY,36
11024,1,36059,0,1,NY,36
11030,1,36059,0,1,NY,36
11040,0,36059,0,1,NY,36
11042,0,36059,0,1,NY,36
11050,1,36059,0,1,NY,36
11096,1,36059,0,1,NY,36
11101,0,36081,0,1,NY,36
11102,1,36081,0,1,NY,36
11103,0,36081,0,1,NY,36
11104,0,36081,0,1,NY,36
11105,1,36081,0,1,NY,36
11106,1,36081,0,1,NY,36
11109,1,36081,0,1,NY,36
11201,1,36047,0,1,NY,36
11203,0,36047,0,1,NY,36
11204,0,36047,0,1,NY,36
11205,1,36047,0,1,NY,36
11206,0,36047,0,1,NY,36
11207,0,36047,0,1,NY,36
11208,0,36047,0,1,NY,36
11209,1,36047,0,1,NY,36
11210,0,36047,0,1,NY,36
11211,1,36047,0,1,NY,36
11212,0,36047,0,1,NY,36
11213,0,36047,0,1,NY,36
11214,1,36047,0,1,NY,36
11215,1,36047,0,1,NY,36
11216,0,36047,0,1,NY,36
11217,0,36047,0,1,NY,36
11218,0,36047,0,1,NY,36
11219,0,36047,0,1,NY,36
11220,1,36047,0,1,NY,36
11221,0,36047,0,1,NY,36
11222,1,36047,0,1,NY,36
11223,1,36047,0,1,NY,36
11224,1,36047,0,1,NY,36
11225,0,36047,0,1,NY,36
11226,0,36047,0,1,NY,36
11228,1,36047,0,1,NY,36
11229,1,36047,0,1,NY,36
11230,0,36047,0,1,NY,36
11231,1,36047,0,1,NY,36
11232,1,36047,0,1,NY,36
11233,0,36047,0,1,NY,36
11234,1,36047,0,1,NY,36
11235,1,36047,0,1,NY,36
11236,1,36047,0,1,NY,36
11237,0,36081,0,1,NY,36
11238,0,36047,0,1,NY,36
11239,1,36047,0,1,NY,36
11249,1,36047,0,1,NY,36
11354,1,36081,0,1,NY,36
11355,0,36081,0,1,NY,36
11356,1,36081,0,1,NY,36
11357,1,36081,0,1,NY,36
11358,0,36081,0,1,NY,36
11359,1,36081,0,1,NY,36
11360,1,36081,0,1,NY,36
11361,1,36081,0,1,NY,36
11362,1,36059,0,1,NY,36
11363,1,36059,0,1,NY,36
11364,0,36081,0,1,NY,36
11365,0,36081,0,1,NY,36
11366,0,36081,0,1,NY,36
11367,0,36081,0,1,NY,36
11368,1,36081,0,1,NY,36
11369,0,36081,0,1,NY,36
11370,1,36081,0,1,NY,36
11371,1,36081,0,1,NY,36
11372,0,36081,0,1,NY,36
11373,0,36081,0,1,NY,36
11374,0,36081,0,1,NY,36
11375,0,36081,0,1,NY,36
11377,0,36081,0,1,NY,36
11378,0,36081,0,1,NY,36
11379,0,36081,0,1,NY,36
11385,0,36081,0,1,NY,36
11411,0,36081,0,1,NY,36
11412,0,36081,0,1,NY,36
11413,0,36081,0,1,NY,36
11414,1,36081,0,1,NY,36
11415,0,36081,0,1,NY,36
11416,0,36081,0,1,NY,36
11417,0,36081,0,1,NY,36
11418,0,36081,0,1,NY,36
11419,0,36081,0,1,NY,36
11420,0,36081,0,1,NY,36
11421,0,36081,0,1,NY,36
11422,0,36059,0,1,NY,36
11423,0,36081,0,1,NY,36
11424,0,36081,0,1,NY,36
11426,0,36081,0,1,NY,36
11427,0,36081,0,1,NY,36
11428,0,36081,0,1,NY,36
11429,0,36081,0,1,NY,36
11430,1,36081,0,1,NY,36
11432,0,36081,0,1,NY,36
11433,0,36081,0,1,NY,36
11434,0,36081,0,1,NY,36
11435,0,36081,0,1,NY,36
11436,0,36081,0,1,NY,36
11451,0,36081,0,1,NY,36
11501,0,36059,0,1,NY,36
11507,0,36059,0,1,NY,36
11509,1,36059,0,1,NY,36
11510,1,36059,0,1,NY,36
11514,0,36059,0,1,NY,36
11516,1,36059,0,1,NY,36
11518,1,36059,0,1,NY,36
11520,1,36059,0,1,NY,36
11530,0,36059,0,1,NY,36
11542,1,36059,0,1,NY,36
11545,0,36059,0,1,NY,36
11547,1,36059,0,1,NY,36
11548,0,36059,0,1,NY,36
11549,0,36059,0,1,NY,36
11550,0,36059,0,1,NY,36
11552,0,36059,0,1,NY,36
11553,0,36059,0,1,NY,36
11554,0,36059,0,1,NY,36
11556,0,36059,0,1,NY,36
11557,1,36059,0,1,NY,36
11558,1,36059,0,1,NY,36
11559,1,36059,0,1,NY,36
11560,1,36059,0,1,NY,36
11561,1,36059,0,1,NY,36
11563,0,36059,0,1,NY,36
11565,0,36059,0,1,NY,36
11566,1,36059,0,1,NY,36
11568,0,36059,0,1,NY,36
11569,1,36059,0,1,NY,36
11570,0,36059,0,1,NY,36
11572,1,36059,0,1,NY,36
11575,0,36059,0,1,NY,36
11576,0,36059,0,1,NY,36
11577,0,36059,0,1,NY,36
11579,1,36059,0,1,NY,36
11580,0,36059,0,1,NY,36
11581,1,36059,0,1,NY,36
11590,0,36059,0,1,NY,36
11596,0,36059,0,1,NY,36
11598,1,36059,0,1,NY,36
11691,1,36081,0,1,NY,36
11692,1,36081,0,1,NY,36
11693,1,36081,0,1,NY,36
11694,1,36081,0,1,NY,36
11697,1,36081,0,1,NY,36
11701,1,36103,0,1,NY,36
11702,1,36103,0,1,NY,36
11703,0,36103,0,1,NY,36
11704,1,36103,0,1,NY,36
11705,1,36103,0,1,NY,36
11706,1,36103,0,1,NY,36
11709,1,36059,0,1,NY,36
11710,1,36059,0,1,NY,36
11713,1,36103,0,1,NY,36
11714,0,36059,0,1,NY,36
11715,1,36103,0,1,NY,36
11716,1,36103,0,1,NY,36
11717,0,36103,0,1,NY,36
11718,1,36103,0,1,NY,36
11719,1,36103,0,1,NY,36
11720,0,36103,0,1,NY,36
11721,1,36103,0,1,NY,36
11722,0,36103,0,1,NY,36
11724,1,36103,0,1,NY,36
11725,0,36103,0,1,NY,36
11726,1,36103,0,1,NY,36
11727,0,36103,0,1,NY,36
11729,0,36103,0,1,NY,36
11730,1,36103,0,1,NY,36
11731,0,36103,0,1,NY,36
11732,0,36059,0,1,NY,36
11733,1,36103,0,1,NY,36
11735,0,36059,0,1,NY,36
11738,0,36103,0,1,NY,36
11739,1,36103,0,1,NY,36
11740,0,36103,0,1,NY,36
11741,0,36103,0,1,NY,36
11742,0,36103,0,1,NY,36
11743,1,36103,0,1,NY,36
11746,0,36103,0,1,NY,36
11747,0,36103,0,1,NY,36
11749,0,36103,0,1,NY,36
11751,1,36103,0,1,NY,36
11752,1,36103,0,1,NY,36
11753,0,36059,0,1,NY,36
11754,1,36103,0,1,NY,36
11755,0,36103,0,1,NY,36
11756,0,36059,0,1,NY,36
11757,1,36103,0,1,NY,36
11758,1,36059,0,1,NY,36
11762,1,36059,0,1,NY,36
11763,0,36103,0,1,NY,36
11764,1,36103,0,1,NY,36
11765,1,36059,0,1,NY,36
11766,1,36103,0,1,NY,36
11767,0,36103,0,1,NY,36
11768,1,36103,0,1,NY,36
11769,1,36103,0,1,NY,36
11770,1,36103,0,1,NY,36
11771,1,36059,0,1,NY,36
11772,1,36103,0,1,NY,36
11776,0,36103,0,1,NY,36
11777,1,36103,0,1,NY,36
11778,1,36103,0,1,NY,36
11779,0,36103,0,1,NY,36
11780,1,36103,0,1,NY,36
11782,1,36103,0,1,NY,36
11783,1,36059,0,1,NY,36
11784,0,36103,0,1,NY,36
11786,1,36103,0,1,NY,36
11787,1,36103,0,1,NY,36
11788,0,36103,0,1,NY,36
11789,1,36103,0,1,NY,36
11790,1,36103,0,1,NY,36
11791,1,36059,0,1,NY,36
11792,1,36103,0,1,NY,36
11793,1,36059,0,1,NY,36
11794,1,36103,0,1,NY,36
11795,1,36103,0,1,NY,36
11796,1,36103,0,1,NY,36
11797,0,36059,0,1,NY,36
11798,0,36103,0,1,NY,36
11801,0,36059,0,1,NY,36
11803,0,36059,0,1,NY,36
11804,0,36059,0,1,NY,36
11901,1,36103,0,1,NY,36
11930,1,36103,0,1,NY,36
11931,1,36103,0,1,NY,36
11932,1,36103,0,1,NY,36
11933,1,36103,0,1,NY,36
11934,1,36103,0,1,NY,36
11935,1,36103,0,1,NY,36
11937,1,36103,0,1,NY,36
11939,1,36103,0,1,NY,36
11940,1,36103,0,1,NY,36
11941,1,36103,0,1,NY,36
11942,1,36103,0,1,NY,36
11944,1,36103,0,1,NY,36
11946,1,36103,0,1,NY,36
11947,1,36103,0,1,NY,36
11948,1,36103,0,1,NY,36
11949,0,36103,0,1,NY,36
11950,1,36103,0,1,NY,36
11951,1,36103,0,1,NY,36
11952,1,36103,0,1,NY,36
11953,0,36103,0,1,NY,36
11954,1,36103,0,1,NY,36
11955,1,36103,0,1,NY,36
11956,1,36103,0,1,NY,36
11957,1,36103,0,1,NY,36
11958,1,36103,0,1,NY,36
11959,1,36103,0,1,NY,36
11960,1,36103,0,1,NY,36
11961,0,36103,0,1,NY,36
11962,1,36103,0,1,NY,36
11963,1,36103,0,1,NY,36
11964,1,36103,0,1,NY,36
11965,1,36103,0,1,NY,36
11967,1,36103,0,1,NY,36
11968,1,36103,0,1,NY,36
11970,1,36103,0,1,NY,36
11971,1,36103,0,1,NY,36
11972,0,36103,0,1,NY,36
11973,0,36103,0,1,NY,36
11975,1,36103,0,1,NY,36
11976,1,36103,0,1,NY,36
11977,1,36103,0,1,NY,36
11978,1,36103,0,1,NY,36
11980,0,36103,0,1,NY,36
12922,0,36089,0,1,NY,36
12927,0,36089,0,1,NY,36
12965,0,36089,0,1,NY,36
12967,0,36089,0,1,NY,36
12973,0,36089,0,1,NY,36
13021,0,36011,0,1,NY,36
13024,0,36011,0,1,NY,36
13026,0,36011,0,1,NY,36
13028,0,36075,0,1,NY,36
13033,0,36011,0,1,NY,36
13034,0,36011,0,1,NY,36
13036,0,36075,0,1,NY,36
13042,0,36075,0,1,NY,36
13044,0,36075,0,1,NY,36
13045,0,36011,0,1,NY,36
13069,0,36075,0,1,NY,36
13071,0,36011,0,1,NY,36
13074,0,36075,0,1,NY,36
13076,0,36075,0,1,NY,36
13080,0,36011,0,1,NY,36
13081,0,36011,0,1,NY,36
13083,0,36075,0,1,NY,36
13092,0,36011,0,1,NY,36
13103,0,36075,0,1,NY,36
13111,0,36011,0,1,NY,36
13113,0,36011,0,1,NY,36
13114,1,36075,0,1,NY,36
13115,0,36075,0,1,NY,36
13117,0,36011,0,1,NY,36
13118,0,36011,0,1,NY,36
13121,0,36075,0,1,NY,36
13126,1,36075,0,1,NY,36
13131,0,36075,0,1,NY,36
13132,0,36075,0,1,NY,36
13135,0,36075,0,1,NY,36
13140,0,36011,0,1,NY,36
13142,1,36075,0,1,NY,36
13143,1,36011,0,1,NY,36
13144,0,36075,0,1,NY,36
13145,1,36075,0,1,NY,36
13146,0,36117,0,1,NY,36
13147,0,36011,0,1,NY,36
13152,0,36011,0,1,NY,36
13154,0,36117,0,1,NY,36
13156,1,36011,0,1,NY,36
13160,0,36011,0,1,NY,36
13166,0,36011,0,1,NY,36
13167,0,36075,0,1,NY,36
13302,0,36075,0,1,NY,36
13316,0,36075,0,1,NY,36
13437,0,36075,0,1,NY,36
13483,0,36075,0,1,NY,36
13493,0,36075,0,1,NY,36
13601,0,36045,0,1,NY,36
13602,0,36045,0,1,NY,36
13603,0,36045,0,1,NY,36
13605,1,36045,0,1,NY,36
13606,0,36045,0,1,NY,36
13607,1,36045,0,1,NY,36
13608,0,36045,0,1,NY,36
13611,0,36045,0,1,NY,36
13612,0,36045,0,1,NY,36
13613,0,36089,0,1,NY,36
13614,1,36089,0,1,NY,36
13615,0,36045,0,1,NY,36
13616,0,36045,0,1,NY,36
13617,0,36089,0,1,NY,36
13618,1,36045,0,1,NY,36
13619,0,36045,0,1,NY,36
13621,1,36089,0,1,NY,36
13622,1,36045,0,1,NY,36
13623,1,36089,0,1,NY,36
13624,1,36045,0,1,NY,36
13625,0,36089,0,1,NY,36
13626,0,36045,0,1,NY,36
13628,0,36045,0,1,NY,36
13630,0,36089,0,1,NY,36
13632,0,36045,0,1,NY,36
13633,0,36089,0,1,NY,36
13634,1,36045,0,1,NY,36
13635,0,36089,0,1,NY,36
13636,0,36045,0,1,NY,36
13637,0,36045,0,1,NY,36
13638,0,36045,0,1,NY,36
13639,0,36089,0,1,NY,36
13640,1,36045,0,1,NY,36
13641,1,36045,0,1,NY,36
13642,0,36089,0,1,NY,36
13643,0,36045,0,1,NY,36
13646,1,36089,0,1,NY,36
13647,0,36089,0,1,NY,36
13648,0,36089,0,1,NY,36
13649,0,36089,0,1,NY,36
13650,1,36045,0,1,NY,36
13651,1,36045,0,1,NY,36
13652,0,36089,0,1,NY,36
13654,0,36089,0,1,NY,36
13655,1,36033,0,1,NY,36
13656,0,36045,0,1,NY,36
13658,1,36089,0,1,NY,36
13659,0,36045,0,1,NY,36
13660,1,36089,0,1,NY,36
13661,1,36045,0,1,NY,36
13662,1,36089,0,1,NY,36
13664,1,36089,0,1,NY,36
13666,0,36089,0,1,NY,36
13667,0,36089,0,1,NY,36
13668,0,36089,0,1,NY,36
13669,1,36089,0,1,NY,36
13670,0,36089,0,1,NY,36
13672,0,36089,0,1,NY,36
13673,0,36045,0,1,NY,36
13674,0,36045,0,1,NY,36
13675,0,36045,0,1,NY,36
13676,0,36089,0,1,NY,36
13678,0,36089,0,1,NY,36
13679,0,36089,0,1,NY,36
13680,0,36089,0,1,NY,36
13681,0,36089,0,1,NY,36
13682,0,36045,0,1,NY,36
13683,0,36089,0,1,NY,36
13684,0,36089,0,1,NY,36
13685,1,36045,0,1,NY,36
13687,0,36089,0,1,NY,36
13690,0,36089,0,1,NY,36
13691,0,36045,0,1,NY,36
13692,1,36045,0,1,NY,36
13693,1,36045,0,1,NY,36
13694,1,36089,0,1,NY,36
13695,0,36089,0,1,NY,36
13696,0,36089,0,1,NY,36
13697,0,36089,0,1,NY,36
13699,0,36089,0,1,NY,36
14001,0,36029,0,1,NY,36
14004,0,36029,0,1,NY,36
14006,1,36029,0,1,NY,36
14008,1,36063,0,1,NY,36
14012,1,36063,0,1,NY,36
14025,0,36029,0,1,NY,36
14026,0,36029,0,1,NY,36
14027,0,36029,0,1,NY,36
14028,1,36063,0,1,NY,36
14030,0,36029,0,1,NY,36
14031,0,36029,0,1,NY,36
14032,0,36029,0,1,NY,36
14033,0,36029,0,1,NY,36
14034,0,36029,0,1,NY,36
14035,0,36029,0,1,NY,36
14043,0,36029,0,1,NY,36
14047,1,36029,0,1,NY,36
14048,1,36013,0,1,NY,36
14051,0,36029,0,1,NY,36
14052,0,36029,0,1,NY,36
14055,0,36029,0,1,NY,36
14057,0,36029,0,1,NY,36
14058,0,36073,0,1,NY,36
14059,0,36029,0,1,NY,36
14061,0,36029,0,1,NY,36
14062,0,36013,0,1,NY,36
14063,1,36013,0,1,NY,36
14067,0,36063,0,1,NY,36
14068,0,36029,0,1,NY,36
14069,0,36029,0,1,NY,36
14070,0,36029,0,1,NY,36
14072,1,36029,0,1,NY,36
14075,1,36029,0,1,NY,36
14080,0,36029,0,1,NY,36
14081,1,36013,0,1,NY,36
14085,1,36029,0,1,NY,36
14086,0,36029,0,1,NY,36
14091,0,36029,0,1,NY,36
14092,1,36063,0,1,NY,36
14094,0,36063,0,1,NY,36
14098,1,36073,0,1,NY,36
14102,0,36029,0,1,NY,36
14103,0,36073,0,1,NY,36
14105,0,36063,0,1,NY,36
14108,0,36063,0,1,NY,36
14109,1,36063,0,1,NY,36
14111,0,36029,0,1,NY,36
14112,0,36029,0,1,NY,36
14120,1,36063,0,1,NY,36
14126,1,36063,0,1,NY,36
14127,0,36029,0,1,NY,36
14131,1,36063,0,1,NY,36
14132,0,36063,0,1,NY,36
14134,0,36029,0,1,NY,36
14135,0,36013,0,1,NY,36
14136,1,36013,0,1,NY,36
14138,0,36013,0,1,NY,36
14139,0,36029,0,1,NY,36
14141,0,36029,0,1,NY,36
14150,1,36029,0,1,NY,36
14166,1,36013,0,1,NY,36
14169,0,36029,0,1,NY,36
14170,0,36029,0,1,NY,36
14172,1,36063,0,1,NY,36
14174,1,36063,0,1,NY,36
14201,1,36029,0,1,NY,36
14202,1,36029,0,1,NY,36
14203,1,36029,0,1,NY,36
14204,1,36029,0,1,NY,36
14206,0,36029,0,1,NY,36
14207,1,36029,0,1,NY,36
14208,0,36029,0,1,NY,36
14209,0,36029,0,1,NY,36
14210,1,36029,0,1,NY,36
14211,0,36029,0,1,NY,36
14212,0,36029,0,1,NY,36
14213,1,36029,0,1,NY,36
14214,0,36029,0,1,NY,36
14215,0,36029,0,1,NY,36
14216,0,36029,0,1,NY,36
14217,0,36029,0,1,NY,36
14218,1,36029,0,1,NY,36
14219,1,36029,0,1,NY,36
14220,1,36029,0,1,NY,36
14221,0,36029,0,1,NY,36
14222,0,36029,0,1,NY,36
14223,0,36029,0,1,NY,36
14224,0,36029,0,1,NY,36
14225,0,36029,0,1,NY,36
14226,0,36029,0,1,NY,36
14227,0,36029,0,1,NY,36
14228,0,36029,0,1,NY,36
14260,0,36029,0,1,NY,36
14261,0,36029,0,1,NY,36
14301,1,36063,0,1,NY,36
14302,0,36063,0,1,NY,36
14303,1,36063,0,1,NY,36
14304,1,36063,0,1,NY,36
14305,1,36063,0,1,NY,36
14411,0,36073,0,1,NY,36
14413,0,36117,0,1,NY,36
14414,0,36055,0,1,NY,36
14420,0,36055,0,1,NY,36
14428,0,36055,0,1,NY,36
14433,0,36117,0,1,NY,36
14445,0,36055,0,1,NY,36
14450,0,36055,0,1,NY,36
14464,1,36055,0,1,NY,36
14467,0,36055,0,1,NY,36
14468,1,36055,0,1,NY,36
14470,0,36073,0,1,NY,36
14472,0,36055,0,1,NY,36
14476,1,36073,0,1,NY,36
14477,1,36073,0,1,NY,36
14479,0,36073,0,1,NY,36
14482,0,36055,0,1,NY,36
14489,0,36117,0,1,NY,36
14502,0,36117,0,1,NY,36
14505,0,36117,0,1,NY,36
14506,0,36055,0,1,NY,36
14511,0,36055,0,1,NY,36
14513,0,36117,0,1,NY,36
14514,0,36055,0,1,NY,36
14516,1,36117,0,1,NY,36
14519,1,36117,0,1,NY,36
14522,0,36117,0,1,NY,36
14526,0,36055,0,1,NY,36
14534,0,36055,0,1,NY,36
14542,0,36117,0,1,NY,36
14543,0,36055,0,1,NY,36
14546,0,36055,0,1,NY,36
14551,1,36117,0,1,NY,36
14555,1,36117,0,1,NY,36
14559,0,36055,0,1,NY,36
14564,0,36055,0,1,NY,36
14568,0,36117,0,1,NY,36
14571,1,36073,0,1,NY,36
14580,1,36055,0,1,NY,36
14586,0,36055,0,1,NY,36
14589,1,36117,0,1,NY,36
14590,1,36117,0,1,NY,36
14604,0,36055,0,1,NY,36
14605,0,36055,0,1,NY,36
14606,0,36055,0,1,NY,36
14607,0,36055,0,1,NY,36
14608,0,36055,0,1,NY,36
14609,1,36055,0,1,NY,36
14610,0,36055,0,1,NY,36
14611,0,36055,0,1,NY,36
14612,1,36055,0,1,NY,36
14613,0,36055,0,1,NY,36
14614,0,36055,0,1,NY,36
14615,0,36055,0,1,NY,36
14616,0,36055,0,1,NY,36
14617,1,36055,0,1,NY,36
14618,0,36055,0,1,NY,36
14619,0,36055,0,1,NY,36
14620,0,36055,0,1,NY,36
14621,0,36055,0,1,NY,36
14622,1,36055,0,1,NY,36
14623,0,36055,0,1,NY,36
14624,0,36055,0,1,NY,36
14625,0,36055,0,1,NY,36
14626,0,36055,0,1,NY,36
14627,0,36055,0,1,NY,36
14701,0,36013,0,1,NY,36
14710,0,36013,0,1,NY,36
14712,0,36013,0,1,NY,36
14716,1,36013,0,1,NY,36
14718,0,36013,0,1,NY,36
14720,0,36013,0,1,NY,36
14722,0,36013,0,1,NY,36
14723,0,36013,0,1,NY,36
