ZIP,shore,FIPS,LDB,nonp,State,State_FIPS
14724,0,36013,0,1,NY,36
14728,0,36013,0,1,NY,36
14732,0,36013,0,1,NY,36
14733,0,36013,0,1,NY,36
14736,0,36013,0,1,NY,36
14738,0,36013,0,1,NY,36
14740,0,36013,0,1,NY,36
14742,0,36013,0,1,NY,36
14747,0,36013,0,1,NY,36
14750,0,36013,0,1,NY,36
14752,0,36013,0,1,NY,36
14756,0,36013,0,1,NY,36
14757,0,36013,0,1,NY,36
14767,0,36013,0,1,NY,36
14769,1,36013,0,1,NY,36
14775,1,36013,0,1,NY,36
14781,0,36013,0,1,NY,36
14782,0,36013,0,1,NY,36
14784,0,36013,0,1,NY,36
14785,0,36013,0,1,NY,36
14787,1,36013,0,1,NY,36
16411,1,42049,1,0,PA,42
16415,1,42049,1,0,PA,42
16417,1,42049,1,0,PA,42
16421,1,42049,1,0,PA,42
16423,1,42049,1,0,PA,42
16428,1,42049,1,0,PA,42
16430,1,42049,1,0,PA,42
16443,1,42049,1,0,PA,42
16505,1,42049,1,0,PA,42
16507,1,42049,1,0,PA,42
16511,1,42049,1,0,PA,42
19013,1,42045,1,0,PA,42
19022,1,42045,1,0,PA,42
19029,1,42045,1,0,PA,42
19061,1,42045,1,0,PA,42
19078,1,42045,1,0,PA,42
19103,1,42101,1,0,PA,42
19104,1,42101,1,0,PA,42
19106,1,42101,1,0,PA,42
19112,1,42101,1,0,PA,42
19113,1,42045,1,0,PA,42
19114,1,42101,1,0,PA,42
19123,1,42101,1,0,PA,42
19125,1,42101,1,0,PA,42
19130,1,42101,1,0,PA,42
19134,1,42101,1,0,PA,42
19135,1,42101,1,0,PA,42
19136,1,42101,1,0,PA,42
19137,1,42101,1,0,PA,42
19143,1,42101,1,0,PA,42
19145,1,42101,1,0,PA,42
19146,1,42101,1,0,PA,42
19147,1,42101,1,0,PA,42
19148,1,42101,1,0,PA,42
19153,1,42101,1,0,PA,42
19701,1,10003,1,0,DE,10
19703,1,10003,1,0,DE,10
19706,1,10003,1,0,DE,10
19709,1,10003,1,0,DE,10
19720,1,10003,1,0,DE,10
19731,1,10003,1,0,DE,10
19734,1,10003,1,0,DE,10
19801,1,10003,1,0,DE,10
19802,1,10003,1,0,DE,10
19804,1,10003,1,0,DE,10
19805,1,10003,1,0,DE,10
19806,1,10003,1,0,DE,10
19809,1,10003,1,0,DE,10
19901,1,10001,1,0,DE,10
19902,1,10001,1,0,DE,10
19930,1,10005,1,0,DE,10
19939,1,10005,1,0,DE,10
19944,1,10005,1,0,DE,10
19945,1,10005,1,0,DE,10
19946,1,10001,1,0,DE,10
19951,1,10005,1,0,DE,10
19956,1,10005,1,0,DE,10
19958,1,10005,1,0,DE,10
19960,1,10005,1,0,DE,10
19962,1,10001,1,0,DE,10
19963,1,10001,1,0,DE,10
19966,1,10005,1,0,DE,10
19967,1,10005,1,0,DE,10
19968,1,10005,1,0,DE,10
19970,1,10005,1,0,DE,10
19971,1,10005,1,0,DE,10
19973,1,10005,1,0,DE,10
19975,1,10005,1,0,DE,10
19977,1,10001,1,0,DE,10
20606,1,24037,1,0,MD,24
20609,1,24037,1,0,MD,24
20611,1,24017,1,0,MD,24
20612,1,24017,1,0,MD,24
20615,1,24009,1,0,MD,24
20616,1,24017,1,0,MD,24
20618,1,24037,1,0,MD,24
20619,1,24037,1,0,MD,24
20620,1,24037,1,0,MD,24
20621,1,24037,1,0,MD,24
20622,1,24017,1,0,MD,24
20624,1,24037,1,0,MD,24
20625,1,24017,1,0,MD,24
20626,1,24037,1,0,MD,24
20628,1,24037,1,0,MD,24
20629,1,24009,1,0,MD,24
20630,1,24037,1,0,MD,24
20634,1,24037,1,0,MD,24
20636,1,24037,1,0,MD,24
20637,1,24017,1,0,MD,24
20639,1,24009,1,0,MD,24
20640,1,24017,1,0,MD,24
20645,1,24017,1,0,MD,24
20646,1,24017,1,0,MD,24
20650,1,24037,1,0,MD,24
20653,1,24037,1,0,MD,24
20657,1,24009,1,0,MD,24
20658,1,24017,1,0,MD,24
20659,1,24037,1,0,MD,24
20662,1,24017,1,0,MD,24
20664,1,24017,1,0,MD,24
20667,1,24037,1,0,MD,24
20670,1,24037,1,0,MD,24
20674,1,24037,1,0,MD,24
20676,1,24009,1,0,MD,24
20677,1,24017,1,0,MD,24
20678,1,24009,1,0,MD,24
20680,1,24037,1,0,MD,24
20684,1,24037,1,0,MD,24
20685,1,24009,1,0,MD,24
20686,1,24037,1,0,MD,24
20687,1,24037,1,0,MD,24
20688,1,24009,1,0,MD,24
20689,1,24009,1,0,MD,24
20690,1,24037,1,0,MD,24
20692,1,24037,1,0,MD,24
20693,1,24017,1,0,MD,24
20714,1,24003,1,0,MD,24
20732,1,24009,1,0,MD,24
20733,1,24003,1,0,MD,24
20736,1,24003,1,0,MD,24
20751,1,24003,1,0,MD,24
20758,1,24003,1,0,MD,24
20764,1,24003,1,0,MD,24
20765,1,24003,1,0,MD,24
20776,1,24003,1,0,MD,24
20778,1,24003,1,0,MD,24
20779,1,24003,1,0,MD,24
21001,1,24025,1,0,MD,24
21005,1,24025,1,0,MD,24
21009,1,24025,1,0,MD,24
21010,1,24025,1,0,MD,24
21012,1,24003,1,0,MD,24
21017,1,24025,1,0,MD,24
21032,1,24003,1,0,MD,24
21035,1,24003,1,0,MD,24
21037,1,24003,1,0,MD,24
21040,1,24025,1,0,MD,24
21052,1,24005,1,0,MD,24
21056,1,24003,1,0,MD,24
21060,1,24003,1,0,MD,24
21061,1,24003,1,0,MD,24
21078,1,24025,1,0,MD,24
21085,1,24005,1,0,MD,24
21087,1,24005,1,0,MD,24
21090,1,24003,1,0,MD,24
21108,1,24003,1,0,MD,24
21122,1,24003,1,0,MD,24
21140,1,24003,1,0,MD,24
21146,1,24003,1,0,MD,24
21162,1,24005,1,0,MD,24
21201,1,24510,1,0,MD,24
21202,1,24510,1,0,MD,24
21219,1,24005,1,0,MD,24
21220,1,24005,1,0,MD,24
21221,1,24005,1,0,MD,24
21222,1,24005,1,0,MD,24
21224,1,24005,1,0,MD,24
21225,1,24003,1,0,MD,24
21226,1,24003,1,0,MD,24
21227,1,24005,1,0,MD,24
21230,1,24510,1,0,MD,24
21231,1,24510,1,0,MD,24
21237,1,24005,1,0,MD,24
21401,1,24003,1,0,MD,24
21402,1,24003,1,0,MD,24
21403,1,24003,1,0,MD,24
21405,1,24003,1,0,MD,24
21409,1,24003,1,0,MD,24
21601,1,24041,1,0,MD,24
21610,1,24029,1,0,MD,24
21612,1,24041,1,0,MD,24
21613,1,24019,1,0,MD,24
21617,1,24035,1,0,MD,24
21619,1,24035,1,0,MD,24
21620,1,24029,1,0,MD,24
21622,1,24019,1,0,MD,24
21623,1,24035,1,0,MD,24
21624,1,24041,1,0,MD,24
21625,1,24041,1,0,MD,24
21626,1,24019,1,0,MD,24
21627,1,24019,1,0,MD,24
21628,1,24035,1,0,MD,24
21631,1,24019,1,0,MD,24
21634,1,24019,1,0,MD,24
21635,1,24029,1,0,MD,24
21638,1,24035,1,0,MD,24
21643,1,24019,1,0,MD,24
21645,1,24029,1,0,MD,24
21647,1,24041,1,0,MD,24
21648,1,24019,1,0,MD,24
21651,1,24029,1,0,MD,24
21652,1,24041,1,0,MD,24
21653,1,24041,1,0,MD,24
21654,1,24041,1,0,MD,24
21657,1,24035,1,0,MD,24
21658,1,24035,1,0,MD,24
21661,1,24029,1,0,MD,24
21662,1,24041,1,0,MD,24
21663,1,24041,1,0,MD,24
21664,1,24019,1,0,MD,24
21665,1,24041,1,0,MD,24
21666,1,24035,1,0,MD,24
21667,1,24029,1,0,MD,24
21669,1,24019,1,0,MD,24
21671,1,24041,1,0,MD,24
21672,1,24019,1,0,MD,24
21673,1,24041,1,0,MD,24
21675,1,24019,1,0,MD,24
21676,1,24041,1,0,MD,24
21677,1,24019,1,0,MD,24
21678,1,24029,1,0,MD,24
21679,1,24041,1,0,MD,24
21811,1,24047,1,0,MD,24
21813,1,24047,1,0,MD,24
21814,1,24045,1,0,MD,24
21817,1,24039,1,0,MD,24
21821,1,24039,1,0,MD,24
21824,1,24039,1,0,MD,24
21829,1,24047,1,0,MD,24
21830,1,24045,1,0,MD,24
21837,1,24045,1,0,MD,24
21838,1,24039,1,0,MD,24
21840,1,24045,1,0,MD,24
21841,1,24047,1,0,MD,24
21842,1,24047,1,0,MD,24
21851,1,24039,1,0,MD,24
21853,1,24039,1,0,MD,24
21856,1,24045,1,0,MD,24
21863,1,24047,1,0,MD,24
21864,1,24047,1,0,MD,24
21865,1,24045,1,0,MD,24
21866,1,24039,1,0,MD,24
21869,1,24019,1,0,MD,24
21871,1,24039,1,0,MD,24
21901,1,24015,1,0,MD,24
21902,1,24015,1,0,MD,24
21903,1,24015,1,0,MD,24
21904,1,24015,1,0,MD,24
21912,1,24015,1,0,MD,24
21914,1,24015,1,0,MD,24
21915,1,24015,1,0,MD,24
21919,1,24015,1,0,MD,24
21921,1,24015,1,0,MD,24
21930,1,24015,1,0,MD,24
22134,1,51179,1,0,VA,51
22405,1,51179,1,0,VA,51
22432,1,51133,1,0,VA,51
22435,1,51133,1,0,VA,51
22437,1,51057,1,0,VA,51
22438,1,51057,1,0,VA,51
22443,1,51193,1,0,VA,51
22448,1,51099,1,0,VA,51
22454,1,51057,1,0,VA,51
22460,1,51159,1,0,VA,51
22469,1,51193,1,0,VA,51
22473,1,51133,1,0,VA,51
22480,1,51103,1,0,VA,51
22482,1,51133,1,0,VA,51
22485,1,51099,1,0,VA,51
22488,1,51193,1,0,VA,51
22503,1,51103,1,0,VA,51
22504,1,51057,1,0,VA,51
22509,1,51057,1,0,VA,51
22511,1,51133,1,0,VA,51
22520,1,51193,1,0,VA,51
22539,1,51133,1,0,VA,51
22548,1,51159,1,0,VA,51
22554,1,51179,1,0,VA,51
22560,1,51057,1,0,VA,51
22572,1,51159,1,0,VA,51
22576,1,51103,1,0,VA,51
22578,1,51103,1,0,VA,51
23021,1,51115,1,0,VA,51
23025,1,51115,1,0,VA,51
23035,1,51115,1,0,VA,51
23043,1,51119,1,0,VA,51
23045,1,51115,1,0,VA,51
23050,1,51073,1,0,VA,51
23056,1,51115,1,0,VA,51
23061,1,51073,1,0,VA,51
23062,1,51073,1,0,VA,51
23066,1,51115,1,0,VA,51
23068,1,51115,1,0,VA,51
23070,1,51119,1,0,VA,51
23071,1,51119,1,0,VA,51
23072,1,51073,1,0,VA,51
23076,1,51115,1,0,VA,51
23079,1,51119,1,0,VA,51
23081,1,51095,1,0,VA,51
23092,1,51119,1,0,VA,51
23109,1,51115,1,0,VA,51
23119,1,51115,1,0,VA,51
23128,1,51073,1,0,VA,51
23130,1,51115,1,0,VA,51
23138,1,51115,1,0,VA,51
23149,1,51073,1,0,VA,51
23163,1,51115,1,0,VA,51
23169,1,51119,1,0,VA,51
23175,1,51119,1,0,VA,51
23176,1,51119,1,0,VA,51
23180,1,51119,1,0,VA,51
23185,1,51095,1,0,VA,51
23188,1,51095,1,0,VA,51
23301,1,51001,1,0,VA,51
23302,1,51001,1,0,VA,51
23303,1,51001,1,0,VA,51
23304,1,51093,1,0,VA,51
23306,1,51001,1,0,VA,51
23307,1,51131,1,0,VA,51
23308,1,51001,1,0,VA,51
23310,1,51131,1,0,VA,51
23314,1,51093,1,0,VA,51
23316,1,51131,1,0,VA,51
23336,1,51001,1,0,VA,51
23337,1,51001,1,0,VA,51
23347,1,51131,1,0,VA,51
23350,1,51131,1,0,VA,51
23354,1,51131,1,0,VA,51
23356,1,51001,1,0,VA,51
23357,1,51001,1,0,VA,51
23358,1,51001,1,0,VA,51
23359,1,51001,1,0,VA,51
23389,1,51001,1,0,VA,51
23395,1,51001,1,0,VA,51
23398,1,51131,1,0,VA,51
23405,1,51131,1,0,VA,51
23407,1,51001,1,0,VA,51
23408,1,51131,1,0,VA,51
23409,1,51001,1,0,VA,51
23410,1,51001,1,0,VA,51
23413,1,51131,1,0,VA,51
23415,1,51001,1,0,VA,51
23416,1,51001,1,0,VA,51
23417,1,51001,1,0,VA,51
23418,1,51001,1,0,VA,51
23420,1,51001,1,0,VA,51
23421,1,51001,1,0,VA,51
23422,1,51001,1,0,VA,51
23423,1,51001,1,0,VA,51
23426,1,51001,1,0,VA,51
23427,1,51001,1,0,VA,51
23430,1,51093,1,0,VA,51
23432,1,51800,1,0,VA,51
23433,1,51800,1,0,VA,51
23434,1,51800,1,0,VA,51
23435,1,51800,1,0,VA,51
23436,1,51800,1,0,VA,51
23440,1,51001,1,0,VA,51
23442,1,51001,1,0,VA,51
23451,1,51810,1,0,VA,51
23452,1,51810,1,0,VA,51
23454,1,51810,1,0,VA,51
23455,1,51810,1,0,VA,51
23456,1,51810,1,0,VA,51
23457,1,51810,1,0,VA,51
23459,1,51810,1,0,VA,51
23461,1,51810,1,0,VA,51
23462,1,51810,1,0,VA,51
23480,1,51001,1,0,VA,51
23486,1,51131,1,0,VA,51
23488,1,51001,1,0,VA,51
23502,1,51710,1,0,VA,51
23503,1,51710,1,0,VA,51
23504,1,51710,1,0,VA,51
23505,1,51710,1,0,VA,51
23507,1,51710,1,0,VA,51
23508,1,51710,1,0,VA,51
23509,1,51710,1,0,VA,51
23510,1,51710,1,0,VA,51
23511,1,51710,1,0,VA,51
23513,1,51710,1,0,VA,51
23517,1,51710,1,0,VA,51
23518,1,51710,1,0,VA,51
23523,1,51710,1,0,VA,51
23551,1,51710,1,0,VA,51
23601,1,51700,1,0,VA,51
23602,1,51700,1,0,VA,51
23603,1,51700,1,0,VA,51
23604,1,51700,1,0,VA,51
23605,1,51650,1,0,VA,51
23606,1,51700,1,0,VA,51
23607,1,51700,1,0,VA,51
23608,1,51700,1,0,VA,51
23651,1,51710,1,0,VA,51
23661,1,51650,1,0,VA,51
23662,1,51735,1,0,VA,51
23663,1,51650,1,0,VA,51
23664,1,51650,1,0,VA,51
23665,1,51650,1,0,VA,51
23666,1,51650,1,0,VA,51
23667,1,51650,1,0,VA,51
23668,1,51650,1,0,VA,51
23669,1,51650,1,0,VA,51
23681,1,51650,1,0,VA,51
23690,1,51199,1,0,VA,51
23691,1,51199,1,0,VA,51
23692,1,51199,1,0,VA,51
23693,1,51199,1,0,VA,51
23696,1,51199,1,0,VA,51
23701,1,51740,1,0,VA,51
23702,1,51740,1,0,VA,51
23703,1,51740,1,0,VA,51
23704,1,51740,1,0,VA,51
23707,1,51740,1,0,VA,51
23708,1,51740,1,0,VA,51
23709,1,51740,1,0,VA,51
23881,1,51181,1,0,VA,51
23883,1,51181,1,0,VA,51
27806,1,37013,1,0,NC,37
27808,1,37013,1,0,NC,37
27810,1,37013,1,0,NC,37
27814,1,37013,1,0,NC,37
27817,1,37013,1,0,NC,37
27824,1,37095,1,0,NC,37
27826,1,37095,1,0,NC,37
27837,1,37013,1,0,NC,37
27860,1,37013,1,0,NC,37
27865,1,37013,1,0,NC,37
27875,1,37095,1,0,NC,37
27885,1,37095,1,0,NC,37
27889,1,37013,1,0,NC,37
27909,1,37139,1,0,NC,37
27915,1,37055,1,0,NC,37
27916,1,37053,1,0,NC,37
27917,1,37053,1,0,NC,37
27920,1,37055,1,0,NC,37
27921,1,37029,1,0,NC,37
27923,1,37053,1,0,NC,37
27924,1,37015,1,0,NC,37
27925,1,37177,1,0,NC,37
27927,1,37053,1,0,NC,37
27928,1,37177,1,0,NC,37
27929,1,37053,1,0,NC,37
27932,1,37041,1,0,NC,37
27936,1,37055,1,0,NC,37
27939,1,37053,1,0,NC,37
27941,1,37053,1,0,NC,37
27943,1,37055,1,0,NC,37
27944,1,37143,1,0,NC,37
27947,1,37053,1,0,NC,37
27948,1,37055,1,0,NC,37
27949,1,37055,1,0,NC,37
27950,1,37053,1,0,NC,37
27953,1,37055,1,0,NC,37
27954,1,37055,1,0,NC,37
27956,1,37053,1,0,NC,37
27957,1,37015,1,0,NC,37
27958,1,37053,1,0,NC,37
27959,1,37055,1,0,NC,37
27960,1,37095,1,0,NC,37
27962,1,37187,1,0,NC,37
27964,1,37053,1,0,NC,37
27965,1,37053,1,0,NC,37
27966,1,37053,1,0,NC,37
27968,1,37055,1,0,NC,37
27970,1,37187,1,0,NC,37
27972,1,37055,1,0,NC,37
27973,1,37029,1,0,NC,37
27974,1,37029,1,0,NC,37
27976,1,37029,1,0,NC,37
27978,1,37055,1,0,NC,37
27980,1,37041,1,0,NC,37
27981,1,37055,1,0,NC,37
27982,1,37055,1,0,NC,37
27983,1,37015,1,0,NC,37
28403,1,37129,1,0,NC,37
28405,1,37129,1,0,NC,37
28409,1,37129,1,0,NC,37
28411,1,37129,1,0,NC,37
28412,1,37129,1,0,NC,37
28422,1,37019,1,0,NC,37
28428,1,37129,1,0,NC,37
28443,1,37141,1,0,NC,37
28445,1,37133,1,0,NC,37
28449,1,37129,1,0,NC,37
28460,1,37133,1,0,NC,37
28461,1,37019,1,0,NC,37
28462,1,37019,1,0,NC,37
28465,1,37019,1,0,NC,37
28467,1,37019,1,0,NC,37
28468,1,37019,1,0,NC,37
28469,1,37019,1,0,NC,37
28470,1,37019,1,0,NC,37
28479,1,37019,1,0,NC,37
28480,1,37129,1,0,NC,37
28510,1,37137,1,0,NC,37
28511,1,37031,1,0,NC,37
28512,1,37031,1,0,NC,37
28515,1,37137,1,0,NC,37
28516,1,37031,1,0,NC,37
28519,1,37049,1,0,NC,37
28520,1,37031,1,0,NC,37
28524,1,37031,1,0,NC,37
28528,1,37031,1,0,NC,37
28529,1,37137,1,0,NC,37
28531,1,37031,1,0,NC,37
28532,1,37049,1,0,NC,37
28537,1,37137,1,0,NC,37
28539,1,37133,1,0,NC,37
28540,1,37133,1,0,NC,37
28543,1,37133,1,0,NC,37
28544,1,37133,1,0,NC,37
28546,1,37133,1,0,NC,37
28547,1,37133,1,0,NC,37
28552,1,37137,1,0,NC,37
28553,1,37031,1,0,NC,37
28556,1,37137,1,0,NC,37
28557,1,37031,1,0,NC,37
28560,1,37049,1,0,NC,37
28562,1,37049,1,0,NC,37
28570,1,37031,1,0,NC,37
28571,1,37137,1,0,NC,37
28575,1,37031,1,0,NC,37
28577,1,37031,1,0,NC,37
28579,1,37031,1,0,NC,37
28581,1,37031,1,0,NC,37
28582,1,37031,1,0,NC,37
28584,1,37031,1,0,NC,37
28587,1,37137,1,0,NC,37
28589,1,37031,1,0,NC,37
28594,1,37031,1,0,NC,37
29401,1,45019,1,0,SC,45
29403,1,45019,1,0,SC,45
29405,1,45019,1,0,SC,45
29406,1,45019,1,0,SC,45
29407,1,45019,1,0,SC,45
29409,1,45019,1,0,SC,45
29412,1,45019,1,0,SC,45
29429,1,45019,1,0,SC,45
29438,1,45019,1,0,SC,45
29439,1,45019,1,0,SC,45
29440,1,45043,1,0,SC,45
29446,1,45029,1,0,SC,45
29449,1,45019,1,0,SC,45
29451,1,45019,1,0,SC,45
29455,1,45019,1,0,SC,45
29458,1,45019,1,0,SC,45
29464,1,45019,1,0,SC,45
29466,1,45019,1,0,SC,45
29482,1,45019,1,0,SC,45
29487,1,45019,1,0,SC,45
29527,1,45051,1,0,SC,45
29566,1,45051,1,0,SC,45
29568,1,45051,1,0,SC,45
29572,1,45051,1,0,SC,45
29575,1,45051,1,0,SC,45
29576,1,45043,1,0,SC,45
29577,1,45051,1,0,SC,45
29579,1,45051,1,0,SC,45
29582,1,45051,1,0,SC,45
29585,1,45043,1,0,SC,45
29902,1,45013,1,0,SC,45
29905,1,45013,1,0,SC,45
29906,1,45013,1,0,SC,45
29907,1,45013,1,0,SC,45
29909,1,45013,1,0,SC,45
29910,1,45013,1,0,SC,45
29915,1,45013,1,0,SC,45
29920,1,45013,1,0,SC,45
29926,1,45013,1,0,SC,45
29927,1,45053,1,0,SC,45
29928,1,45013,1,0,SC,45
29935,1,45013,1,0,SC,45
29936,1,45053,1,0,SC,45
29940,1,45013,1,0,SC,45
29941,1,45013,1,0,SC,45
29945,1,45029,1,0,SC,45
31305,1,13191,1,0,GA,13
31320,1,13179,1,0,GA,13
31323,1,13179,1,0,GA,13
31324,1,13029,1,0,GA,13
31327,1,13191,1,0,GA,13
31328,1,13051,1,0,GA,13
31331,1,13191,1,0,GA,13
31404,1,13051,1,0,GA,13
31406,1,13051,1,0,GA,13
31410,1,13051,1,0,GA,13
31411,1,13051,1,0,GA,13
31419,1,13051,1,0,GA,13
31520,1,13127,1,0,GA,13
31522,1,13127,1,0,GA,13
31523,1,13127,1,0,GA,13
31524,1,13127,1,0,GA,13
31525,1,13127,1,0,GA,13
31527,1,13127,1,0,GA,13
31547,1,13039,1,0,GA,13
31558,1,13039,1,0,GA,13
31561,1,13127,1,0,GA,13
31565,1,13039,1,0,GA,13
31569,1,13039,1,0,GA,13
32034,1,12089,1,0,FL,12
32080,1,12109,1,0,FL,12
32082,1,12109,1,0,FL,12
32084,1,12109,1,0,FL,12
32086,1,12109,1,0,FL,12
32095,1,12109,1,0,FL,12
32097,1,12089,1,0,FL,12
32114,1,12127,1,0,FL,12
32117,1,12127,1,0,FL,12
32118,1,12127,1,0,FL,12
32119,1,12127,1,0,FL,12
32127,1,12127,1,0,FL,12
32129,1,12127,1,0,FL,12
32132,1,12127,1,0,FL,12
32136,1,12035,1,0,FL,12
32137,1,12035,1,0,FL,12
32141,1,12127,1,0,FL,12
32168,1,12127,1,0,FL,12
32169,1,12127,1,0,FL,12
32174,1,12035,1,0,FL,12
32176,1,12127,1,0,FL,12
32202,1,12031,1,0,FL,12
32206,1,12031,1,0,FL,12
32208,1,12031,1,0,FL,12
32211,1,12031,1,0,FL,12
32224,1,12031,1,0,FL,12
32225,1,12031,1,0,FL,12
32226,1,12031,1,0,FL,12
32227,1,12031,1,0,FL,12
32233,1,12031,1,0,FL,12
32250,1,12031,1,0,FL,12
32266,1,12031,1,0,FL,12
32277,1,12031,1,0,FL,12
32320,1,12037,1,0,FL,12
32322,1,12037,1,0,FL,12
32323,1,12037,1,0,FL,12
32327,1,12129,1,0,FL,12
32328,1,12037,1,0,FL,12
32336,1,12065,1,0,FL,12
32344,1,12065,1,0,FL,12
32346,1,12129,1,0,FL,12
32347,1,12123,1,0,FL,12
32348,1,12123,1,0,FL,12
32356,1,12123,1,0,FL,12
32358,1,12129,1,0,FL,12
32359,1,12029,1,0,FL,12
32401,1,12005,1,0,FL,12
32403,1,12005,1,0,FL,12
32404,1,12005,1,0,FL,12
32405,1,12005,1,0,FL,12
32407,1,12005,1,0,FL,12
32408,1,12005,1,0,FL,12
32409,1,12005,1,0,FL,12
32410,1,12005,1,0,FL,12
32413,1,12005,1,0,FL,12
32439,1,12131,1,0,FL,12
32444,1,12005,1,0,FL,12
32455,1,12131,1,0,FL,12
32456,1,12045,1,0,FL,12
32459,1,12131,1,0,FL,12
32461,1,12005,1,0,FL,12
32462,1,12005,1,0,FL,12
32465,1,12045,1,0,FL,12
32466,1,12005,1,0,FL,12
32501,1,12033,1,0,FL,12
32502,1,12033,1,0,FL,12
32503,1,12033,1,0,FL,12
32504,1,12033,1,0,FL,12
32505,1,12033,1,0,FL,12
32506,1,12033,1,0,FL,12
32507,1,12033,1,0,FL,12
32508,1,12033,1,0,FL,12
32509,1,12033,1,0,FL,12
32514,1,12033,1,0,FL,12
32526,1,12033,1,0,FL,12
32530,1,12113,1,0,FL,12
32533,1,12033,1,0,FL,12
32541,1,12091,1,0,FL,12
32542,1,12091,1,0,FL,12
32544,1,12091,1,0,FL,12
32547,1,12091,1,0,FL,12
32548,1,12091,1,0,FL,12
32550,1,12131,1,0,FL,12
32561,1,12033,1,0,FL,12
32563,1,12113,1,0,FL,12
32566,1,12113,1,0,FL,12
32569,1,12091,1,0,FL,12
32570,1,12113,1,0,FL,12
32571,1,12113,1,0,FL,12
32578,1,12091,1,0,FL,12
32579,1,12091,1,0,FL,12
32580,1,12091,1,0,FL,12
32583,1,12113,1,0,FL,12
32625,1,12075,1,0,FL,12
32626,1,12075,1,0,FL,12
32639,1,12075,1,0,FL,12
32648,1,12029,1,0,FL,12
32680,1,12029,1,0,FL,12
32692,1,12029,1,0,FL,12
32754,1,12009,1,0,FL,12
32759,1,12127,1,0,FL,12
32780,1,12009,1,0,FL,12
32796,1,12009,1,0,FL,12
32899,1,12009,1,0,FL,12
32901,1,12009,1,0,FL,12
32903,1,12009,1,0,FL,12
32905,1,12009,1,0,FL,12
32920,1,12009,1,0,FL,12
32922,1,12009,1,0,FL,12
32925,1,12009,1,0,FL,12
32926,1,12009,1,0,FL,12
32927,1,12009,1,0,FL,12
32931,1,12009,1,0,FL,12
32935,1,12009,1,0,FL,12
32937,1,12009,1,0,FL,12
32940,1,12009,1,0,FL,12
32948,1,12009,1,0,FL,12
32949,1,12009,1,0,FL,12
32950,1,12009,1,0,FL,12
32951,1,12009,1,0,FL,12
32952,1,12009,1,0,FL,12
32953,1,12009,1,0,FL,12
32955,1,12009,1,0,FL,12
32958,1,12061,1,0,FL,12
32960,1,12061,1,0,FL,12
32962,1,12061,1,0,FL,12
32963,1,12061,1,0,FL,12
32967,1,12061,1,0,FL,12
32976,1,12009,1,0,FL,12
33001,1,12087,1,0,FL,12
33004,1,12011,1,0,FL,12
33009,1,12011,1,0,FL,12
33019,1,12011,1,0,FL,12
33020,1,12011,1,0,FL,12
33032,1,12086,1,0,FL,12
33033,1,12086,1,0,FL,12
33034,1,12086,1,0,FL,12
33035,1,12086,1,0,FL,12
33036,1,12087,1,0,FL,12
33037,1,12087,1,0,FL,12
33040,1,12087,1,0,FL,12
33042,1,12087,1,0,FL,12
33043,1,12087,1,0,FL,12
33050,1,12087,1,0,FL,12
33051,1,12087,1,0,FL,12
33060,1,12011,1,0,FL,12
33062,1,12011,1,0,FL,12
33064,1,12011,1,0,FL,12
33070,1,12087,1,0,FL,12
33109,1,12086,1,0,FL,12
33125,1,12086,1,0,FL,12
33127,1,12086,1,0,FL,12
33128,1,12086,1,0,FL,12
33129,1,12086,1,0,FL,12
33130,1,12086,1,0,FL,12
33131,1,12086,1,0,FL,12
33132,1,12086,1,0,FL,12
33133,1,12086,1,0,FL,12
33136,1,12086,1,0,FL,12
33137,1,12086,1,0,FL,12
33138,1,12086,1,0,FL,12
33139,1,12086,1,0,FL,12
33140,1,12086,1,0,FL,12
33141,1,12086,1,0,FL,12
33143,1,12086,1,0,FL,12
33146,1,12086,1,0,FL,12
33149,1,12086,1,0,FL,12
33154,1,12086,1,0,FL,12
33156,1,12086,1,0,FL,12
33157,1,12086,1,0,FL,12
33158,1,12086,1,0,FL,12
33160,1,12086,1,0,FL,12
33161,1,12086,1,0,FL,12
33180,1,12086,1,0,FL,12
33181,1,12086,1,0,FL,12
33189,1,12086,1,0,FL,12
33190,1,12086,1,0,FL,12
33301,1,12011,1,0,FL,12
33304,1,12011,1,0,FL,12
33305,1,12011,1,0,FL,12
33306,1,12011,1,0,FL,12
33308,1,12011,1,0,FL,12
33311,1,12011,1,0,FL,12
33312,1,12011,1,0,FL,12
33315,1,12011,1,0,FL,12
33316,1,12011,1,0,FL,12
33334,1,12011,1,0,FL,12
33401,1,12099,1,0,FL,12
33403,1,12099,1,0,FL,12
33404,1,12099,1,0,FL,12
33405,1,12099,1,0,FL,12
33407,1,12099,1,0,FL,12
33408,1,12099,1,0,FL,12
33410,1,12099,1,0,FL,12
33431,1,12099,1,0,FL,12
33432,1,12099,1,0,FL,12
33435,1,12099,1,0,FL,12
33441,1,12011,1,0,FL,12
33455,1,12085,1,0,FL,12
33458,1,12099,1,0,FL,12
33460,1,12099,1,0,FL,12
33462,1,12099,1,0,FL,12
33469,1,12085,1,0,FL,12
33477,1,12099,1,0,FL,12
33480,1,12099,1,0,FL,12
33483,1,12099,1,0,FL,12
33486,1,12099,1,0,FL,12
33487,1,12099,1,0,FL,12
33534,1,12057,1,0,FL,12
33570,1,12057,1,0,FL,12
