fips,county_name,statecode,state,STATE_FIPS,County_FIPS,region,czcty,fema,watershed,shore,shore100,Warehousing_TR_60,Minerals_LDB,urbaninfluence,NonParticipating,ruralurban,Warehousing_NAICS
37095,Hyde,37,NC,37,95,Southeast,1,1,1,1,1,1,0,10,0,9,6
37129,New Hanover,37,NC,37,129,Southeast,1,1,1,1,0,1,0,2,0,2,6
37133,Onslow,37,NC,37,133,Southeast,1,1,1,1,0,1,0,2,0,3,6
37137,Pamlico,37,NC,37,137,Southeast,1,1,1,1,1,1,0,8,0,9,6
37139,Pasquotank,37,NC,37,139,Southeast,1,1,1,1,1,1,0,8,0,4,6
37141,Pender,37,NC,37,141,Southeast,1,1,1,1,0,1,0,2,0,2,6
37143,Perquimans,37,NC,37,143,Southeast,1,1,1,1,0,1,0,8,0,8,6
37177,Tyrrell,37,NC,37,177,Southeast,1,1,1,1,1,1,0,10,0,9,6
37187,Washington,37,NC,37,187,Southeast,1,1,1,1,1,1,0,9,0,9,6
39007,Ashtabula,39,OH,39,7,Great Lakes,1,1,1,1,0,1,0,3,0,1,4
39035,Cuyahoga,39,OH,39,35,Great Lakes,1,1,1,1,0,1,0,1,0,1,6
39043,Erie,39,OH,39,43,Great Lakes,1,1,1,1,0,1,0,2,0,3,6
39085,Lake,39,OH,39,85,Great Lakes,1,1,1,1,0,1,0,1,0,1,4
39093,Lorain,39,OH,39,93,Great Lakes,1,1,1,1,0,1,0,1,0,1,6
39095,Lucas,39,OH,39,95,Great Lakes,1,1,1,1,0,1,0,2,0,2,6
39123,Ottawa,39,OH,39,123,Great Lakes,1,1,1,1,0,1,0,2,0,3,6
39143,Sandusky,39,OH,39,143,Great Lakes,1,1,1,0,0,0,0,5,0,4,4
39173,Wood,39,OH,39,173,Great Lakes,1,0,1,0,0,0,0,2,0,2,6
41007,Clatsop,41,OR,41,7,West,1,1,1,1,0,1,0,3,0,4,6
41009,Columbia,41,OR,41,9,West,1,0,1,1,0,1,0,1,0,1,6
41011,Coos,41,OR,41,11,West,1,1,1,1,0,1,0,8,0,5,6
41015,Curry,41,OR,41,15,West,1,1,1,1,0,1,0,8,0,7,6
41019,Douglas,41,OR,41,19,West,1,1,1,1,0,1,0,5,0,4,6
41039,Lane,41,OR,41,39,West,1,1,1,1,0,1,0,2,0,2,6
41041,Lincoln,41,OR,41,41,West,1,1,1,1,0,1,0,6,0,5,6
41051,Multnomah ,41,OR,41,51,West,0,0,0,1,0,1,0,0,0,1,6
41057,Tillamook,41,OR,41,57,West,1,1,1,1,0,1,0,4,0,7,6
42017,Bucks,42,PA,42,17,Mid-Atlantic,1,0,1,0,0,0,0,1,0,1,6
42045,Delaware,42,PA,42,45,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,4
42049,Erie,42,PA,42,49,Great Lakes,1,1,1,1,0,1,0,2,0,2,6
42101,Philadelphia,42,PA,42,101,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
44001,Bristol,44,RI,44,1,Northeast,1,1,1,1,0,1,0,1,0,1,6
44003,Kent,44,RI,44,3,Northeast,1,1,1,1,0,1,0,1,0,1,6
44005,Newport,44,RI,44,5,Northeast,1,1,1,1,0,1,0,1,0,1,6
44007,Providence,44,RI,44,7,Northeast,1,1,1,1,0,1,0,1,0,1,6
44009,Washington,44,RI,44,9,Northeast,1,1,1,1,0,1,0,1,0,1,6
45013,Beaufort,45,SC,45,13,Southeast,1,1,1,1,1,1,0,0,0,3,6
45015,Berkeley,45,SC,45,15,Southeast,1,1,1,0,0,0,0,0,0,2,6
45019,Charleston,45,SC,45,19,Southeast,1,1,1,1,0,1,0,0,0,2,6
45029,Colleton,45,SC,45,29,Southeast,1,1,1,1,0,1,0,0,0,6,6
45035,Dorchester,45,SC,45,35,Southeast,1,1,1,0,0,0,0,0,0,2,6
45043,Georgetown,45,SC,45,43,Southeast,1,1,1,1,0,1,0,0,0,4,6
45051,Horry,45,SC,45,51,Southeast,1,1,1,1,0,1,0,0,0,2,4
45053,Jasper,45,SC,45,53,Southeast,1,1,1,1,0,1,0,0,0,3,6
48007,Aransas,48,TX,48,7,Gulf of Mexico,1,1,1,1,0,1,1,2,0,2,6
48039,Brazoria,48,TX,48,39,Gulf of Mexico,1,1,1,1,0,1,0,1,0,1,6
48057,Calhoun,48,TX,48,57,Gulf of Mexico,1,1,1,1,1,1,0,2,0,6,6
48061,Cameron,48,TX,48,61,Gulf of Mexico,1,1,1,1,0,1,0,2,0,2,6
48071,Chambers,48,TX,48,71,Gulf of Mexico,1,1,1,1,0,1,0,1,0,1,6
48167,Galveston,48,TX,48,167,Gulf of Mexico,1,1,1,1,0,1,0,1,0,1,6
48201,Harris,48,TX,48,201,Gulf of Mexico,1,1,1,1,0,1,1,1,0,1,6
48239,Jackson,48,TX,48,239,Gulf of Mexico,1,1,1,1,0,1,0,6,0,6,6
48245,Jefferson,48,TX,48,245,Gulf of Mexico,1,1,1,1,0,1,0,2,0,2,6
48261,Kenedy,48,TX,48,261,Gulf of Mexico,1,1,1,1,1,1,0,8,0,9,6
48273,Kleberg,48,TX,48,273,Gulf of Mexico,1,1,1,1,1,1,0,5,0,4,6
48321,Matagorda,48,TX,48,321,Gulf of Mexico,1,1,1,1,0,1,0,3,0,6,6
48355,Nueces,48,TX,48,355,Gulf of Mexico,1,1,1,1,0,1,0,2,0,2,6
48361,Orange,48,TX,48,361,Gulf of Mexico,1,1,1,0,0,0,0,2,0,2,6
48391,Refugio,48,TX,48,391,Gulf of Mexico,1,1,1,1,1,1,0,6,0,8,6
48409,San Patricio,48,TX,48,409,Gulf of Mexico,1,1,1,1,0,1,0,2,0,2,6
48469,Victoria,48,TX,48,469,Gulf of Mexico,1,1,1,1,0,1,0,2,0,3,4
48489,Willacy,48,TX,48,489,Gulf of Mexico,1,1,1,1,0,1,0,5,0,6,4
51001,Accomack,51,VA,51,1,Mid-Atlantic,1,1,1,1,1,1,0,9,0,9,6
51013,Arlington,51,VA,51,13,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51033,Caroline,51,VA,51,33,Mid-Atlantic,1,1,1,0,0,0,0,1,0,8,6
51036,Charles City,51,VA,51,36,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51041,Chesterfield,51,VA,51,41,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51057,Essex,51,VA,51,57,Mid-Atlantic,1,1,1,1,0,1,0,4,0,8,6
51059,Fairfax,51,VA,51,59,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51073,Gloucester,51,VA,51,73,Mid-Atlantic,1,1,1,1,1,1,0,1,0,1,6
51085,Hanover,51,VA,51,85,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51087,Henrico,51,VA,51,87,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51093,Isle of Wight,51,VA,51,93,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
51095,James City,51,VA,51,95,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
51097,King and Queen,51,VA,51,97,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51099,King George,51,VA,51,99,Mid-Atlantic,1,1,1,1,1,1,0,4,0,8,6
51101,King William,51,VA,51,101,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51103,Lancaster,51,VA,51,103,Mid-Atlantic,1,1,1,1,1,1,0,12,0,9,6
51115,Mathews,51,VA,51,115,Mid-Atlantic,1,1,1,1,1,1,0,1,0,1,6
51119,Middlesex,51,VA,51,119,Mid-Atlantic,1,1,1,1,1,1,0,4,0,8,6
51127,New Kent,51,VA,51,127,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51131,Northampton,51,VA,51,131,Mid-Atlantic,1,1,1,1,1,1,0,12,0,8,6
51133,Northumberland,51,VA,51,133,Mid-Atlantic,1,1,1,1,1,1,0,12,0,9,6
51149,Prince George,51,VA,51,149,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,4
51153,Prince William,51,VA,51,153,Mid-Atlantic,1,1,1,0,0,1,0,1,0,1,4
51159,Richmond,51,VA,51,159,Mid-Atlantic,1,1,1,1,1,1,0,12,0,9,6
51177,Spotsylvania,51,VA,51,177,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,4
51179,Stafford,51,VA,51,179,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51181,Surry,51,VA,51,181,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
51193,Westmoreland,51,VA,51,193,Mid-Atlantic,1,1,1,1,1,1,0,11,0,8,6
51199,York,51,VA,51,199,Mid-Atlantic,1,1,1,1,1,1,0,1,0,1,6
51510,Alexandria (city),51,VA,51,510,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51550,Chesapeake (city),51,VA,51,550,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51650,Hampton (city),51,VA,51,650,Mid-Atlantic,1,1,1,1,1,1,0,1,0,1,6
51670,Hopewell (city),51,VA,51,670,Mid-Atlantic,1,1,1,0,0,0,0,1,0,1,6
51700,Newport News (city),51,VA,51,700,Mid-Atlantic,1,1,1,1,1,1,0,1,0,1,6
51710,Norfolk (city),51,VA,51,710,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
51735,Poquoson (city),51,VA,51,735,Mid-Atlantic,1,1,1,1,1,1,0,1,0,1,6
51740,Portsmouth (city),51,VA,51,740,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
51760,Richmond (city),51,VA,51,760,Mid-Atlantic,1,0,1,0,0,0,0,1,0,1,6
51800,Suffolk,51,VA,51,800,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
51810,Virginia Beach,51,VA,51,810,Mid-Atlantic,1,1,1,1,0,1,0,1,0,1,6
51830,Williamsburg,51,VA,51,830,Mid-Atlantic,1,0,1,0,0,0,0,1,0,1,6
53009,Clallam,53,WA,53,9,West,1,1,1,1,0,1,0,8,0,5,6
53027,Grays Harbor,53,WA,53,27,West,1,1,1,1,0,1,0,5,0,4,6
53029,Island,53,WA,53,29,West,1,1,1,1,0,1,0,3,0,4,6
53031,Jefferson,53,WA,53,31,West,1,1,1,1,0,1,0,6,0,6,6
53033,King,53,WA,53,33,West,1,1,1,1,0,1,0,1,0,1,6
53035,Kitsap,53,WA,53,35,West,1,1,1,1,0,1,0,2,0,2,6
53045,Mason,53,WA,53,45,West,1,1,1,1,0,1,0,5,0,4,6
53049,Pacific,53,WA,53,49,West,1,1,1,1,0,1,0,9,0,7,6
53053,Pierce,53,WA,53,53,West,1,1,1,1,0,1,0,1,0,1,6
53055,San Juan,53,WA,53,55,West,1,1,1,1,0,1,0,12,0,9,6
53057,Skagit,53,WA,53,57,West,1,1,1,1,0,1,0,2,0,3,6
53061,Snohomish,53,WA,53,61,West,1,1,1,1,0,1,0,1,0,1,6
53067,Thurston,53,WA,53,67,West,1,1,1,0,0,0,0,2,0,2,6
53069,Wahkiakum,53,WA,53,69,West,1,1,1,1,0,1,0,7,0,8,6
53073,Whatcom,53,WA,53,73,West,1,1,1,1,0,1,0,2,0,3,6
55003,Ashland,55,WI,55,3,Great Lakes,1,1,1,1,0,1,0,11,0,7,6
55007,Bayfield,55,WI,55,7,Great Lakes,1,1,1,1,0,1,0,7,0,8,6
55009,Brown,55,WI,55,9,Great Lakes,1,1,1,1,0,1,0,2,0,2,6
55029,Door,55,WI,55,29,Great Lakes,1,1,1,1,0,1,0,6,0,6,6
55031,Douglas,55,WI,55,31,Great Lakes,1,1,1,1,0,1,0,2,0,2,6
55051,Iron,55,WI,55,51,Great Lakes,1,1,1,1,0,1,0,12,0,9,6
55059,Kenosha,55,WI,55,59,Great Lakes,1,1,1,1,0,1,0,1,0,3,4
55061,Kewaunee,55,WI,55,61,Great Lakes,1,1,1,1,0,1,0,2,0,2,6
55071,Manitowoc,55,WI,55,71,Great Lakes,1,1,1,1,0,1,0,5,0,4,6
55075,Marinette,55,WI,55,75,Great Lakes,1,1,1,1,0,1,0,5,0,6,6
55079,Milwaukee,55,WI,55,79,Great Lakes,1,1,1,1,0,1,0,1,0,1,6
55083,Oconto,55,WI,55,83,Great Lakes,1,1,1,1,0,1,0,2,0,2,6
55089,Ozaukee,55,WI,55,89,Great Lakes,1,1,1,1,0,1,0,1,0,1,6
55101,Racine,55,WI,55,101,Great Lakes,1,1,1,1,0,1,0,2,0,3,6
55117,Sheboygan,55,WI,55,117,Great Lakes,1,1,1,1,0,1,0,2,0,3,4
66010,Guam,66,GU,66,10,Pacific,1,1,1,1,1,1,0,0,0,5,6
60010,Eastern District,60,AS,60,10,Pacific,1,1,1,1,1,1,0,0,0,7,6
60020,Manu'a District,60,AS,60,20,Pacific,1,1,1,1,1,1,0,0,0,9,6
60050,Western District,60,AS,60,50,Pacific,1,1,1,1,1,1,0,0,0,5,6
66030,Hagåt Municipality,66,GU,66,30,Pacific,1,1,1,1,1,1,0,0,0,0,6
66050,Barrigada Municipality,66,GU,66,50,Pacific,1,1,1,1,1,1,0,0,0,0,6
66060,Chalan Pago-Ordot Municipality,66,GU,66,60,Pacific,1,1,1,1,1,1,0,0,0,0,6
66070,Dededo Municipality,66,GU,66,70,Pacific,1,1,1,1,1,1,0,0,0,0,6
66075,Hagåtña Municipality,66,GU,66,75,Pacific,1,1,1,1,1,1,0,0,0,0,6
66090,Mangilao Municipality,66,GU,66,90,Pacific,1,1,1,1,1,1,0,0,0,0,6
66100,Malesso' Municipality,66,GU,66,100,Pacific,1,1,1,1,1,1,0,0,0,0,6
66110,Mongmong-Toto-Maite Municipality,66,GU,66,110,Pacific,1,1,1,1,1,1,0,0,0,0,6
66120,Piti Municipality,66,GU,66,120,Pacific,1,1,1,1,1,1,0,0,0,0,6
66160,Tamuning Municipality,66,GU,66,160,Pacific,1,1,1,1,1,1,0,0,0,0,6
66180,Yigo Municipality,66,GU,66,180,Pacific,1,1,1,1,1,1,0,0,0,0,6
66020,Agana Heights Municipality,66,GU,66,20,Pacific,1,1,1,1,1,1,0,0,0,0,6
66040,Asan-Maina Municipality,66,GU,66,40,Pacific,1,1,1,1,1,1,0,0,0,0,6
66170,Humåtak Municipality,66,GU,66,170,Pacific,1,1,1,1,1,1,0,0,0,0,6
66080,Inalåhan Municipality,66,GU,66,80,Pacific,1,1,1,1,1,1,0,0,0,0,6
66130,Sånta Rita-Sumai Municipality,66,GU,66,130,Pacific,1,1,1,1,1,1,0,0,0,0,6
66140,Sinajana Municipality,66,GU,66,140,Pacific,1,1,1,1,1,1,0,0,0,0,6
66150,Talo'fo'fo Municipality,66,GU,66,150,Pacific,1,1,1,1,1,1,0,0,0,0,6
66190,Yona Municipality,66,GU,66,190,Pacific,1,1,1,1,1,1,0,0,0,0,6
69085,Northern Islands Municipality,69,MP,69,85,Pacific,1,1,1,1,1,1,0,0,0,9,6
69100,Rota Municipality,69,MP,69,100,Pacific,1,1,1,1,1,1,0,0,0,9,6
69110,Saipan Municipality,69,MP,69,110,Pacific,1,1,1,1,1,1,0,0,0,5,6
69120,Tinian Municipality,69,MP,69,120,Pacific,1,1,1,1,1,1,0,0,0,9,6
72003,Aguada Municipio,72,PR,72,3,Southeast,1,1,1,1,1,1,0,0,0,2,6
72005,Aguadilla Municipio,72,PR,72,5,Southeast,1,1,1,1,1,1,0,0,0,2,6
72011,Añasco Municipio,72,PR,72,11,Southeast,1,1,1,1,1,1,0,0,0,2,6
72013,Arecibo Municipio,72,PR,72,13,Southeast,1,1,1,1,0,1,0,0,0,3,6
72015,Arroyo Municipio,72,PR,72,15,Southeast,1,1,1,1,1,1,0,0,0,3,6
72017,Barceloneta Municipio,72,PR,72,17,Southeast,1,1,1,1,1,1,0,0,0,1,6
72021,Bayamón Municipio,72,PR,72,21,Southeast,1,1,1,1,0,1,0,0,0,1,6
72023,Cabo Rojo Municipio,72,PR,72,23,Southeast,1,1,1,1,1,1,0,0,0,3,6
72025,Caguas Municipio,72,PR,72,25,Southeast,1,1,1,1,1,1,0,0,0,1,6
72027,Camuy Municipio,72,PR,72,27,Southeast,1,1,1,1,1,1,0,0,0,3,6
72029,Canóvanas Municipio,72,PR,72,29,Southeast,1,1,1,1,0,1,0,0,0,1,6
72031,Carolina Municipio,72,PR,72,31,Southeast,1,1,1,1,0,1,0,0,0,1,6
72033,Cataño Municipio,72,PR,72,33,Southeast,1,1,1,1,1,1,0,0,0,1,6
72037,Ceiba Municipio,72,PR,72,37,Southeast,1,1,1,1,1,1,0,0,0,1,6
72049,Culebra Municipio,72,PR,72,49,Southeast,1,1,1,1,1,1,0,0,0,9,6
72051,Dorado Municipio,72,PR,72,51,Southeast,1,1,1,1,1,1,0,0,0,1,6
72053,Fajardo Municipio,72,PR,72,53,Southeast,1,1,1,1,1,1,0,0,0,1,6
72055,Guánica Municipio,72,PR,72,55,Southeast,1,1,1,1,1,1,0,0,0,6,6
72057,Guayama Municipio,72,PR,72,57,Southeast,1,1,1,1,1,1,0,0,0,3,6
72059,Guayanilla Municipio,72,PR,72,59,Southeast,1,1,1,1,1,1,0,0,0,2,6
72061,Guaynabo Municipio,72,PR,72,61,Southeast,1,1,1,1,0,1,0,0,0,1,6
72065,Hatillo Municipio,72,PR,72,65,Southeast,1,1,1,1,1,1,0,0,0,3,6
72067,Hormigueros Municipio,72,PR,72,67,Southeast,1,1,1,1,0,1,0,0,0,3,6
72069,Humacao Municipio,72,PR,72,69,Southeast,1,1,1,1,1,1,0,0,0,1,6
72071,Isabela Municipio,72,PR,72,71,Southeast,1,1,1,1,0,1,0,0,0,2,6
72075,Juana Díaz Municipio,72,PR,72,75,Southeast,1,1,1,1,1,1,0,0,0,2,6
72073,Jayuya Municipio,72,PR,72,73,Southeast,1,1,1,1,1,1,0,0,0,6,6
72079,Lajas Municipio,72,PR,72,79,Southeast,1,1,1,1,1,1,0,0,0,3,6
72085,Las Piedras Municipio,72,PR,72,85,Southeast,1,1,1,1,1,1,0,0,0,1,6
72087,Loíza Municipio,72,PR,72,87,Southeast,1,1,1,1,0,1,0,0,0,1,6
72089,Luquillo Municipio,72,PR,72,89,Southeast,1,1,1,1,1,1,0,0,0,1,6
72091,Manatí Municipio,72,PR,72,91,Southeast,1,1,1,1,1,1,0,0,0,1,6
72095,Maunabo Municipio,72,PR,72,95,Southeast,1,1,1,1,1,1,0,0,0,1,6
72097,Mayagüez Municipio,72,PR,72,97,Southeast,1,1,1,1,1,1,0,0,0,3,6
72103,Naguabo Municipio,72,PR,72,103,Southeast,1,1,1,1,1,1,0,0,0,1,6
72109,Patillas Municipio,72,PR,72,109,Southeast,1,1,1,1,1,1,0,0,0,3,6
72111,Peñuelas Municipio,72,PR,72,111,Southeast,1,1,1,1,1,1,0,0,0,2,6
72113,Ponce Municipio,72,PR,72,113,Southeast,1,1,1,1,0,1,0,0,0,2,6
72115,Quebradillas Municipio,72,PR,72,115,Southeast,1,1,1,1,1,1,0,0,0,3,6
72117,Rincón Municipio,72,PR,72,117,Southeast,1,1,1,1,1,1,0,0,0,2,6
72119,Río Grande Municipio,72,PR,72,119,Southeast,1,1,1,1,1,1,0,0,0,1,6
72123,Salinas Municipio,72,PR,72,123,Southeast,1,1,1,1,1,1,0,0,0,4,6
72127,San Juan Municipio,72,PR,72,127,Southeast,1,1,1,1,0,1,0,0,0,1,6
72133,Santa Isabel Municipio,72,PR,72,133,Southeast,1,1,1,1,1,1,0,0,0,6,6
72135,Toa Alta Municipio,72,PR,72,135,Southeast,1,1,1,1,1,1,0,0,0,1,6
72137,Toa Baja Municipio,72,PR,72,137,Southeast,1,1,1,1,0,1,0,0,0,1,6
72139,Trujillo Alto Municipio,72,PR,72,139,Southeast,1,1,1,1,0,1,0,0,0,1,6
72143,Vega Alta Municipio,72,PR,72,143,Southeast,1,1,1,1,1,1,0,0,0,1,6
72145,Vega Baja Municipio,72,PR,72,145,Southeast,1,1,1,1,1,1,0,0,0,1,6
72147,Vieques Municipio,72,PR,72,147,Southeast,1,1,1,1,1,1,0,0,0,6,6
72151,Yabucoa Municipio,72,PR,72,151,Southeast,1,1,1,1,1,1,0,0,0,1,6
72153,Yauco Municipio,72,PR,72,153,Southeast,1,1,1,1,0,1,0,0,0,2,6
78010,St. Croix Island,78,VI,78,10,Southeast,1,1,1,1,1,1,0,0,0,5,6
78020,St. John Island,78,VI,78,20,Southeast,1,1,1,1,1,1,0,0,0,9,6
78030,St. Thomas Island,78,VI,78,30,Southeast,1,1,1,1,1,1,0,0,0,5,6
1000,AL,1,AL,1,0,,,,,,,,,,,,
2000,AK,2,AK,2,0,,,,,,,,,,,,
6000,CA,6,CA,6,0,,,,,,,,,,,,
9000,CT,9,CT,9,0,,,,,,,,,,,,
10000,DE,10,DE,10,0,,,,,,,,,,,,
12000,FL,12,FL,12,0,,,,,,,,,,,,
13000,GA,13,GA,13,0,,,,,,,,,,,,
15000,HI,15,HI,15,0,,,,,,,,,,,,
17000,IL,17,IL,17,0,,,,,,,,,,,,
18000,IN,18,IN,18,0,,,,,,,,,,,,
22000,LA,22,LA,22,0,,,,,,,,,,,,
23000,ME,23,ME,23,0,,,,,,,,,,,,
24000,MD,24,MD,24,0,,,,,,,,,,,,
25000,MA,25,MA,25,0,,,,,,,,,,,,
26000,MI,26,MI,26,0,,,,,,,,,,,,
27000,MN,27,MN,27,0,,,,,,,,,,,,
28000,MS,28,MS,28,0,,,,,,,,,,,,
33000,NH,33,NH,33,0,,,,,,,,,,,,
34000,NJ,34,NJ,34,0,,,,,,,,,,,,
36000,NY,36,NY,36,0,,,,,,,,,,,,
37000,NC,37,NC,37,0,,,,,,,,,,,,
39000,OH,39,OH,39,0,,,,,,,,,,,,
41000,OR,41,OR,41,0,,,,,,,,,,,,
42000,PA,42,PA,42,0,,,,,,,,,,,,
44000,RI,44,RI,44,0,,,,,,,,,,,,
45000,SC,45,SC,45,0,,,,,,,,,,,,
48000,TX,48,TX,48,0,,,,,,,,,,,,
51000,VA,51,VA,51,0,,,,,,,,,,,,
53000,WA,53,WA,53,0,,,,,,,,,,,,
55000,WI,55,WI,55,0,,,,,,,,,,,,
